UNITID,Year,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
101286,2013,R,840.0,R,1727.0,R,49.0,R,838.0,R,0.0,R,838.0,R,469.0,R,56.0,R,201.0,R,0.0,R,201.0,R,93.0,R,46.0,R,19.0
101295,2013,R,997.0,R,1750.0,R,57.0,R,950.0,R,0.0,R,950.0,R,605.0,R,64.0,R,181.0,R,0.0,R,181.0,R,98.0,R,54.0,R,17.0
101301,2013,R,371.0,R,670.0,R,55.0,R,337.0,R,0.0,R,337.0,R,179.0,R,53.0,R,44.0,R,0.0,R,44.0,R,12.0,R,27.0,R,17.0
101365,2013,R,25.0,R,117.0,R,21.0,R,2.0,R,0.0,R,2.0,R,1.0,R,50.0,R,0.0,Z,0.0,R,0.0,Z,0.0,A,,R,13.0
101435,2013,R,261.0,R,319.0,R,82.0,R,276.0,R,0.0,R,276.0,R,171.0,R,62.0,A,,A,,A,,A,,A,,R,14.0
101453,2013,R,7.0,R,25.0,R,28.0,R,2.0,Z,0.0,R,2.0,R,2.0,R,100.0,R,1.0,Z,0.0,R,1.0,R,0.0,R,0.0,R,5.0
101462,2013,R,142.0,R,766.0,R,19.0,R,123.0,R,0.0,R,123.0,R,52.0,R,42.0,R,68.0,R,0.0,R,68.0,R,14.0,R,21.0,R,19.0
101471,2013,R,246.0,R,293.0,R,84.0,R,190.0,R,0.0,R,190.0,R,118.0,R,62.0,R,52.0,R,0.0,R,52.0,R,17.0,R,33.0,R,12.0
101480,2013,R,1142.0,R,2083.0,R,55.0,R,1302.0,R,0.0,R,1302.0,R,926.0,R,71.0,R,30.0,R,0.0,R,30.0,R,9.0,R,30.0,R,18.0
101499,2013,R,246.0,R,454.0,R,54.0,R,274.0,Z,0.0,R,274.0,R,142.0,R,52.0,R,46.0,Z,0.0,R,46.0,R,21.0,R,46.0,R,17.0
101505,2013,R,1053.0,R,3349.0,R,31.0,R,1062.0,R,0.0,R,1062.0,R,556.0,R,52.0,R,530.0,R,0.0,R,530.0,R,234.0,R,44.0,R,22.0
101514,2013,R,1225.0,R,3748.0,R,33.0,R,1370.0,R,1.0,R,1369.0,R,787.0,R,57.0,R,829.0,R,0.0,R,829.0,R,388.0,R,47.0,R,26.0
101541,2013,R,66.0,R,115.0,R,57.0,R,77.0,Z,0.0,R,77.0,R,46.0,R,60.0,R,0.0,Z,0.0,R,0.0,R,0.0,A,,R,8.0
101569,2013,R,585.0,R,1099.0,R,53.0,R,617.0,R,0.0,R,617.0,R,324.0,R,53.0,R,154.0,R,0.0,R,154.0,R,37.0,R,24.0,R,17.0
101587,2013,R,375.0,R,637.0,R,59.0,R,365.0,R,0.0,R,365.0,R,211.0,R,58.0,R,13.0,R,0.0,R,13.0,R,7.0,R,54.0,R,16.0
101602,2013,R,410.0,R,730.0,R,56.0,R,349.0,R,0.0,R,349.0,R,199.0,R,57.0,R,43.0,R,0.0,R,43.0,R,15.0,R,35.0,R,17.0
101648,2013,R,249.0,R,281.0,R,89.0,R,244.0,R,0.0,R,244.0,R,93.0,R,38.0,A,,A,,A,,A,,A,,R,16.0
101675,2013,R,404.0,R,562.0,R,72.0,R,431.0,R,0.0,R,431.0,R,236.0,R,55.0,R,12.0,R,0.0,R,12.0,R,3.0,R,25.0,R,15.0
101693,2013,R,258.0,R,393.0,R,66.0,R,220.0,R,0.0,R,220.0,R,170.0,R,77.0,R,3.0,R,0.0,R,3.0,R,0.0,R,0.0,R,13.0
101709,2013,R,519.0,R,708.0,R,73.0,R,539.0,R,0.0,R,539.0,R,397.0,R,74.0,R,13.0,R,0.0,R,13.0,R,9.0,R,69.0,R,16.0
101736,2013,R,668.0,R,1486.0,R,45.0,R,722.0,R,0.0,R,722.0,R,380.0,R,53.0,R,138.0,R,0.0,R,138.0,R,43.0,R,31.0,R,21.0
101879,2013,R,953.0,R,1683.0,R,57.0,R,1051.0,R,0.0,R,1051.0,R,744.0,R,71.0,R,21.0,R,0.0,R,21.0,R,7.0,R,33.0,R,21.0
101897,2013,R,538.0,R,1107.0,R,49.0,R,604.0,R,0.0,R,604.0,R,371.0,R,61.0,R,137.0,Z,0.0,R,137.0,R,66.0,R,48.0,R,20.0
101912,2013,R,364.0,R,446.0,R,82.0,R,386.0,R,0.0,R,386.0,R,304.0,R,79.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,14.0
101949,2013,R,427.0,R,687.0,R,62.0,R,363.0,R,0.0,R,363.0,R,206.0,R,57.0,R,55.0,R,0.0,R,55.0,R,30.0,R,55.0,R,17.0
101958,2013,R,4.0,R,4.0,R,100.0,R,6.0,Z,0.0,R,6.0,R,5.0,R,83.0,A,,A,,A,,A,,A,,R,15.0
101994,2013,R,68.0,R,234.0,R,29.0,R,84.0,R,0.0,R,84.0,R,41.0,R,49.0,R,10.0,R,0.0,R,10.0,R,4.0,R,40.0,R,12.0
102030,2013,R,835.0,R,1751.0,R,48.0,R,740.0,R,0.0,R,740.0,R,305.0,R,41.0,R,209.0,R,0.0,R,209.0,R,61.0,R,29.0,R,23.0
102049,2013,R,755.0,R,925.0,R,82.0,R,701.0,R,0.0,R,701.0,R,608.0,R,87.0,R,7.0,R,0.0,R,7.0,R,7.0,R,100.0,R,12.0
102058,2013,R,190.0,R,437.0,R,43.0,R,119.0,Z,0.0,R,119.0,R,50.0,R,42.0,R,17.0,R,0.0,R,17.0,R,3.0,R,18.0,R,15.0
102067,2013,R,877.0,R,1942.0,R,45.0,R,855.0,R,0.0,R,855.0,R,500.0,R,58.0,R,354.0,R,0.0,R,354.0,R,130.0,R,37.0,R,22.0
102076,2013,R,656.0,R,990.0,R,66.0,R,651.0,R,0.0,R,651.0,R,387.0,R,59.0,R,98.0,R,0.0,R,98.0,R,39.0,R,40.0,R,23.0
102094,2013,R,1834.0,R,2879.0,R,64.0,R,1886.0,R,0.0,R,1886.0,R,1280.0,R,68.0,R,56.0,R,0.0,R,56.0,R,20.0,R,36.0,R,19.0
102234,2013,R,432.0,R,499.0,R,87.0,R,295.0,R,0.0,R,295.0,R,223.0,R,76.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,13.0
102261,2013,R,16.0,R,47.0,R,34.0,R,14.0,R,0.0,R,14.0,R,9.0,R,64.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,12.0
102270,2013,R,163.0,R,244.0,R,67.0,R,276.0,R,0.0,R,276.0,R,169.0,R,61.0,R,18.0,R,0.0,R,18.0,R,2.0,R,11.0,R,14.0
102298,2013,R,256.0,R,319.0,R,80.0,R,207.0,R,0.0,R,207.0,R,68.0,R,33.0,R,12.0,R,0.0,R,12.0,R,8.0,R,67.0,R,20.0
102313,2013,R,201.0,R,534.0,R,38.0,R,241.0,R,0.0,R,241.0,R,120.0,R,50.0,R,89.0,R,0.0,R,89.0,R,36.0,R,40.0,R,12.0
102368,2013,R,1613.0,R,3452.0,R,47.0,R,1444.0,R,0.0,R,1444.0,R,1067.0,R,74.0,R,643.0,R,0.0,R,643.0,R,272.0,R,42.0,R,17.0
102377,2013,R,645.0,R,714.0,R,90.0,R,649.0,R,0.0,R,649.0,R,470.0,R,72.0,R,1.0,R,0.0,R,1.0,R,1.0,R,100.0,R,13.0
102395,2013,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,8.0
102429,2013,R,753.0,R,1355.0,R,56.0,R,747.0,R,0.0,R,747.0,R,434.0,R,58.0,R,136.0,R,0.0,R,136.0,R,49.0,R,36.0,R,17.0
102553,2013,R,1411.0,R,2801.0,R,50.0,R,1004.0,R,0.0,R,1004.0,R,709.0,R,71.0,R,285.0,R,0.0,R,285.0,R,155.0,R,54.0,R,20.0
102580,2013,R,12.0,R,18.0,R,67.0,R,5.0,R,0.0,R,5.0,R,3.0,R,60.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,8.0
102614,2013,R,775.0,R,2097.0,R,37.0,R,441.0,R,0.0,R,441.0,R,339.0,R,77.0,R,27.0,R,0.0,R,27.0,R,11.0,R,41.0,R,14.0
102632,2013,R,159.0,R,640.0,R,25.0,R,95.0,R,0.0,R,95.0,R,68.0,R,72.0,R,7.0,R,0.0,R,7.0,R,4.0,R,57.0,R,16.0
102669,2013,R,31.0,R,137.0,R,23.0,R,27.0,R,0.0,R,27.0,R,18.0,R,67.0,R,1.0,Z,0.0,R,1.0,R,1.0,R,100.0,R,8.0
102711,2013,A,,A,,A,,R,284.0,R,0.0,R,284.0,R,284.0,R,100.0,R,656.0,R,0.0,R,656.0,R,656.0,R,100.0,R,15.0
102845,2013,A,,A,,A,,R,60.0,R,0.0,R,60.0,R,26.0,R,43.0,A,,A,,A,,A,,A,,R,9.0
103361,2013,R,5.0,R,78.0,R,6.0,R,10.0,R,0.0,R,10.0,R,4.0,R,40.0,R,2.0,R,0.0,R,2.0,R,0.0,R,0.0,R,24.0
103501,2013,A,,A,,A,,R,203.0,R,0.0,R,203.0,R,167.0,R,82.0,A,,A,,A,,A,,A,,R,16.0
103644,2013,A,,A,,A,,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,1.0,R,0.0,R,1.0,R,1.0,R,100.0,R,20.0
103723,2013,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,10.0
103732,2013,A,,A,,A,,R,25.0,R,0.0,R,25.0,R,17.0,R,68.0,R,4.0,R,0.0,R,4.0,R,3.0,R,75.0,R,10.0
103741,2013,A,,A,,A,,R,55.0,R,0.0,R,55.0,R,40.0,R,73.0,R,12.0,R,0.0,R,12.0,R,7.0,R,58.0,R,20.0
103778,2013,A,,A,,A,,A,,A,,A,,A,,A,,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,20.0
103787,2013,R,15.0,R,20.0,R,75.0,R,6.0,R,0.0,R,6.0,R,4.0,R,67.0,A,,A,,A,,A,,A,,R,6.0
103811,2013,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,4.0
103893,2013,A,,A,,A,,R,0.0,R,0.0,R,0.0,R,0.0,A,,A,,A,,A,,A,,A,,R,35.0
103909,2013,A,,A,,A,,R,78.0,Z,0.0,R,78.0,R,56.0,R,72.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,26.0
103927,2013,A,,A,,A,,R,77.0,Z,0.0,R,77.0,R,56.0,R,73.0,A,,A,,A,,A,,A,,R,37.0
103945,2013,A,,A,,A,,R,23.0,R,0.0,R,23.0,R,15.0,R,65.0,A,,A,,A,,A,,A,,R,15.0
103954,2013,A,,A,,A,,R,3.0,R,0.0,R,3.0,R,3.0,R,100.0,A,,A,,A,,A,,A,,R,20.0
103963,2013,A,,A,,A,,R,195.0,R,0.0,R,195.0,R,114.0,R,58.0,A,,A,,A,,A,,A,,R,27.0
104090,2013,A,,A,,A,,R,85.0,R,0.0,R,85.0,R,38.0,R,45.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,30.0
104151,2013,R,7114.0,R,10751.0,R,66.0,R,6450.0,R,128.0,R,6322.0,R,5336.0,R,84.0,R,107.0,R,3.0,R,104.0,R,42.0,R,40.0,R,23.0
104160,2013,R,844.0,R,2202.0,R,38.0,R,917.0,R,0.0,R,917.0,R,573.0,R,62.0,R,1065.0,R,0.0,R,1065.0,R,435.0,R,41.0,R,22.0
104179,2013,R,6272.0,R,8953.0,R,70.0,R,6955.0,R,0.0,R,6955.0,R,5667.0,R,81.0,R,446.0,R,0.0,R,446.0,R,262.0,R,59.0,R,21.0
104188,2013,R,30.0,R,55.0,R,55.0,R,13.0,R,0.0,R,13.0,R,11.0,R,85.0,R,11.0,R,0.0,R,11.0,R,7.0,R,64.0,R,9.0
104294,2013,A,,A,,A,,R,47.0,R,0.0,R,47.0,R,32.0,R,68.0,R,13.0,R,0.0,R,13.0,R,8.0,R,62.0,R,8.0
104346,2013,R,544.0,R,2481.0,R,22.0,R,590.0,R,0.0,R,590.0,R,291.0,R,49.0,R,687.0,R,0.0,R,687.0,R,177.0,R,26.0,R,17.0
104364,2013,R,80.0,R,196.0,R,41.0,R,4.0,Z,0.0,R,4.0,Z,0.0,R,0.0,A,,A,,A,,A,,A,,R,9.0
104391,2013,A,,A,,A,,R,76.0,R,0.0,R,76.0,R,71.0,R,93.0,A,,A,,A,,A,,A,,R,18.0
104425,2013,R,494.0,R,1202.0,R,41.0,R,418.0,R,0.0,R,418.0,R,234.0,R,56.0,R,306.0,R,0.0,R,306.0,R,114.0,R,37.0,R,15.0
104434,2013,A,,A,,A,,R,26.0,R,0.0,R,26.0,R,19.0,R,73.0,A,,A,,A,,A,,A,,R,16.0
104443,2013,A,,A,,A,,R,28.0,R,0.0,R,28.0,R,18.0,R,64.0,R,9.0,R,0.0,R,9.0,R,6.0,R,67.0,R,17.0
104504,2013,A,,A,,A,,R,38.0,R,0.0,R,38.0,R,32.0,R,84.0,R,23.0,R,0.0,R,23.0,R,19.0,R,83.0,R,25.0
104568,2013,A,,A,,A,,R,132.0,R,1.0,R,131.0,R,112.0,R,85.0,R,95.0,R,2.0,R,93.0,R,62.0,R,67.0,R,16.0
104577,2013,R,502.0,R,1382.0,R,36.0,R,645.0,R,87.0,R,558.0,R,302.0,R,54.0,R,800.0,R,96.0,R,704.0,R,326.0,R,46.0,R,19.0
104586,2013,R,443.0,R,562.0,R,79.0,R,374.0,R,2.0,R,372.0,R,308.0,R,83.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,16.0
104665,2013,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,3.0
104708,2013,R,2057.0,R,5796.0,R,35.0,R,2227.0,R,0.0,R,2227.0,R,1324.0,R,59.0,R,1473.0,R,0.0,R,1473.0,R,584.0,R,40.0,R,21.0
104717,2013,R,1554.0,R,12687.0,R,12.0,R,1264.0,Z,0.0,R,1264.0,R,743.0,R,59.0,R,2226.0,Z,0.0,R,2226.0,R,600.0,R,27.0,R,21.0
104805,2013,A,,A,,A,,R,32.0,R,0.0,R,32.0,R,28.0,R,88.0,A,,A,,A,,A,,A,,R,30.0
104911,2013,A,,A,,A,,R,63.0,R,0.0,R,63.0,R,40.0,R,63.0,A,,A,,A,,A,,A,,R,15.0
105118,2013,A,,A,,A,,R,36.0,R,0.0,R,36.0,R,28.0,R,78.0,A,,A,,A,,A,,A,,R,17.0
105145,2013,R,334.0,R,2024.0,R,17.0,R,309.0,R,0.0,R,309.0,R,171.0,R,55.0,R,393.0,R,0.0,R,393.0,R,158.0,R,40.0,R,14.0
105154,2013,R,1942.0,R,6419.0,R,30.0,R,2124.0,R,0.0,R,2124.0,R,1196.0,R,56.0,R,1741.0,R,0.0,R,1741.0,R,603.0,R,35.0,R,19.0
105163,2013,R,44.0,R,68.0,R,65.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,31.0
105172,2013,R,73.0,R,91.0,R,80.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,30.0
105206,2013,R,231.0,R,1513.0,R,15.0,R,227.0,Z,0.0,R,227.0,R,120.0,R,53.0,R,685.0,Z,0.0,R,685.0,R,303.0,R,44.0,R,16.0
105215,2013,A,,A,,A,,R,414.0,R,3.0,R,411.0,R,326.0,R,79.0,A,,A,,A,,A,,A,,R,23.0
105297,2013,R,210.0,R,321.0,R,65.0,R,5.0,R,0.0,R,5.0,R,4.0,R,80.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,14.0
105330,2013,R,4348.0,R,7260.0,R,60.0,R,4092.0,R,2.0,R,4090.0,R,2936.0,R,72.0,R,105.0,R,0.0,R,105.0,R,46.0,R,44.0,R,19.0
105349,2013,R,54.0,R,838.0,R,6.0,R,87.0,R,0.0,R,87.0,R,23.0,R,26.0,R,125.0,R,0.0,R,125.0,R,35.0,R,28.0,R,13.0
105367,2013,A,,A,,A,,A,,A,,A,,A,,A,,R,4.0,R,0.0,R,4.0,R,1.0,R,25.0,R,6.0
105428,2013,R,733.0,R,3938.0,R,19.0,R,731.0,R,0.0,R,731.0,R,441.0,R,60.0,R,897.0,R,0.0,R,897.0,R,302.0,R,34.0,R,17.0
105482,2013,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,20.0
105516,2013,A,,A,,A,,R,76.0,R,0.0,R,76.0,R,35.0,R,46.0,A,,A,,A,,A,,A,,R,21.0
105525,2013,R,2675.0,R,8694.0,R,31.0,R,2746.0,R,0.0,R,2746.0,R,1667.0,R,61.0,R,2676.0,R,0.0,R,2676.0,R,986.0,R,37.0,R,25.0
105534,2013,A,,A,,A,,R,108.0,R,0.0,R,108.0,R,87.0,R,81.0,A,,A,,A,,A,,A,,R,25.0
105543,2013,A,,A,,A,,R,177.0,R,0.0,R,177.0,R,129.0,R,73.0,A,,A,,A,,A,,A,,R,25.0
105589,2013,R,40.0,R,141.0,R,28.0,R,64.0,R,0.0,R,64.0,R,47.0,R,73.0,A,,A,,A,,A,,A,,R,9.0
105659,2013,A,,A,,A,,R,160.0,R,0.0,R,160.0,R,111.0,R,69.0,A,,A,,A,,A,,A,,R,31.0
105668,2013,R,172.0,R,5016.0,R,3.0,R,265.0,R,0.0,R,265.0,R,51.0,R,19.0,R,716.0,R,0.0,R,716.0,R,117.0,R,16.0,R,32.0
105677,2013,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,6.0
105701,2013,A,,A,,A,,R,49.0,R,2.0,R,47.0,R,35.0,R,74.0,A,,A,,A,,A,,A,,R,12.0
105747,2013,R,898.0,R,3080.0,R,29.0,R,1022.0,R,0.0,R,1022.0,R,589.0,R,58.0,R,484.0,R,0.0,R,484.0,R,184.0,R,38.0,R,18.0
105792,2013,R,439.0,R,1562.0,R,28.0,R,456.0,R,0.0,R,456.0,R,271.0,R,59.0,R,354.0,R,0.0,R,354.0,R,98.0,R,28.0,R,17.0
105899,2013,R,90.0,R,251.0,R,36.0,R,94.0,R,0.0,R,94.0,R,64.0,R,68.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,13.0
105987,2013,A,,A,,A,,R,127.0,Z,0.0,R,127.0,R,95.0,R,75.0,A,,A,,A,,A,,A,,R,18.0
106041,2013,A,,A,,A,,R,488.0,R,4.0,R,484.0,R,342.0,R,71.0,A,,A,,A,,A,,A,,R,27.0
106102,2013,A,,A,,A,,R,28.0,R,0.0,R,28.0,R,5.0,R,18.0,A,,A,,A,,A,,A,,R,14.0
106111,2013,A,,A,,A,,R,76.0,R,0.0,R,76.0,R,50.0,R,66.0,R,23.0,R,0.0,R,23.0,R,15.0,R,65.0,R,21.0
106148,2013,R,440.0,R,2213.0,R,20.0,R,302.0,R,0.0,R,302.0,R,189.0,R,63.0,R,547.0,R,0.0,R,547.0,R,191.0,R,35.0,R,19.0
106245,2013,R,633.0,R,2661.0,R,24.0,R,806.0,R,0.0,R,806.0,R,562.0,R,70.0,R,30.0,R,0.0,R,30.0,R,14.0,R,47.0,R,14.0
106263,2013,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,7.0
106281,2013,A,,A,,A,,R,22.0,R,0.0,R,22.0,R,12.0,R,55.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,11.0
106306,2013,R,206.0,R,372.0,R,55.0,R,258.0,R,2.0,R,256.0,R,101.0,R,39.0,R,24.0,R,0.0,R,24.0,R,3.0,R,13.0,R,20.0
106315,2013,A,,A,,A,,R,7.0,R,0.0,R,7.0,R,4.0,R,57.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,10.0
106324,2013,A,,A,,A,,R,24.0,R,0.0,R,24.0,R,16.0,R,67.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,11.0
106342,2013,R,174.0,R,230.0,R,76.0,R,159.0,R,0.0,R,159.0,R,111.0,R,70.0,A,,A,,A,,A,,A,,R,12.0
106351,2013,A,,A,,A,,R,8.0,Z,0.0,R,8.0,R,6.0,R,75.0,A,,A,,A,,A,,A,,R,20.0
106360,2013,A,,A,,A,,R,20.0,R,0.0,R,20.0,R,16.0,R,80.0,A,,A,,A,,A,,A,,R,17.0
106397,2013,R,4300.0,R,5761.0,R,75.0,R,4550.0,R,2.0,R,4548.0,R,3734.0,R,82.0,R,24.0,R,0.0,R,24.0,R,13.0,R,54.0,R,19.0
106412,2013,R,557.0,R,727.0,R,77.0,R,564.0,R,0.0,R,564.0,R,317.0,R,56.0,R,11.0,R,0.0,R,11.0,R,1.0,R,9.0,R,15.0
106449,2013,R,779.0,R,1070.0,R,73.0,R,884.0,R,0.0,R,884.0,R,485.0,R,55.0,R,90.0,R,0.0,R,90.0,R,40.0,R,44.0,R,18.0
106458,2013,R,1575.0,R,2517.0,R,63.0,R,1633.0,R,0.0,R,1633.0,R,1194.0,R,73.0,R,38.0,R,0.0,R,38.0,R,16.0,R,42.0,R,18.0
106467,2013,R,1678.0,R,2405.0,R,70.0,R,1443.0,R,0.0,R,1443.0,R,1001.0,R,69.0,R,41.0,R,0.0,R,41.0,R,28.0,R,68.0,R,20.0
106485,2013,R,623.0,R,1384.0,R,45.0,R,582.0,R,2.0,R,580.0,R,246.0,R,42.0,R,17.0,R,0.0,R,17.0,R,6.0,R,35.0,R,17.0
106494,2013,A,,A,,A,,R,15.0,R,0.0,R,15.0,R,9.0,R,60.0,A,,A,,A,,A,,A,,R,16.0
106546,2013,A,,A,,A,,R,24.0,R,0.0,R,24.0,R,15.0,R,63.0,A,,A,,A,,A,,A,,R,13.0
106625,2013,R,344.0,R,517.0,R,67.0,R,389.0,R,0.0,R,389.0,R,230.0,R,59.0,R,71.0,R,0.0,R,71.0,R,34.0,R,48.0,R,17.0
106704,2013,R,2177.0,R,2842.0,R,77.0,R,2130.0,R,0.0,R,2130.0,R,1486.0,R,70.0,R,27.0,R,0.0,R,27.0,R,13.0,R,48.0,R,17.0
106713,2013,R,119.0,R,282.0,R,42.0,R,52.0,R,0.0,R,52.0,R,35.0,R,67.0,R,2.0,R,0.0,R,2.0,R,0.0,R,0.0,R,12.0
106795,2013,R,255.0,R,675.0,R,38.0,R,195.0,R,0.0,R,195.0,R,115.0,R,59.0,R,78.0,R,0.0,R,78.0,R,35.0,R,45.0,R,18.0
106810,2013,R,44.0,R,79.0,R,56.0,R,62.0,R,0.0,R,62.0,R,41.0,R,66.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,10.0
106829,2013,A,,A,,A,,R,75.0,R,1.0,R,74.0,R,43.0,R,58.0,R,8.0,R,0.0,R,8.0,R,8.0,R,100.0,R,8.0
106883,2013,R,224.0,R,668.0,R,34.0,R,292.0,R,2.0,R,290.0,R,131.0,R,45.0,R,21.0,R,0.0,R,21.0,R,8.0,R,38.0,R,17.0
106892,2013,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,38.0
106908,2013,A,,A,,A,,R,35.0,R,0.0,R,35.0,R,24.0,R,69.0,R,7.0,R,0.0,R,7.0,R,5.0,R,71.0,R,17.0
106980,2013,R,410.0,R,721.0,R,57.0,R,377.0,R,3.0,R,374.0,R,182.0,R,49.0,R,132.0,R,0.0,R,132.0,R,43.0,R,33.0,R,21.0
106999,2013,R,258.0,R,370.0,R,70.0,R,197.0,R,0.0,R,197.0,R,94.0,R,48.0,R,37.0,R,0.0,R,37.0,R,17.0,R,46.0,R,17.0
107044,2013,R,1030.0,R,1260.0,R,82.0,R,1019.0,R,0.0,R,1019.0,R,839.0,R,82.0,R,3.0,R,0.0,R,3.0,R,2.0,R,67.0,R,17.0
