UNITID,Year,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
101453,2014,R,2.0,R,8.0,R,25.0,R,7.0,R,0.0,R,7.0,R,4.0,R,57.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,6.0
101462,2014,R,167.0,R,706.0,R,24.0,R,142.0,Z,0.0,R,142.0,R,55.0,R,39.0,R,71.0,Z,0.0,R,71.0,R,18.0,R,25.0,R,15.0
101471,2014,R,272.0,R,284.0,R,96.0,R,246.0,R,0.0,R,246.0,R,160.0,R,65.0,R,38.0,R,0.0,R,38.0,R,27.0,R,71.0,R,12.0
101480,2014,R,1169.0,R,2324.0,R,50.0,R,1142.0,R,0.0,R,1142.0,R,820.0,R,72.0,R,16.0,R,0.0,R,16.0,R,9.0,R,56.0,R,19.0
101499,2014,R,258.0,R,466.0,R,55.0,R,246.0,Z,0.0,R,246.0,R,127.0,R,52.0,R,53.0,Z,0.0,R,53.0,R,20.0,R,38.0,R,16.0
101505,2014,R,1096.0,R,3351.0,R,33.0,R,1053.0,R,0.0,R,1053.0,R,586.0,R,56.0,R,605.0,R,0.0,R,605.0,R,274.0,R,45.0,R,20.0
101514,2014,R,1260.0,R,3633.0,R,35.0,R,1225.0,R,0.0,R,1225.0,R,713.0,R,58.0,R,856.0,R,0.0,R,856.0,R,383.0,R,45.0,R,25.0
101541,2014,R,82.0,R,153.0,R,54.0,R,66.0,R,0.0,R,66.0,R,37.0,R,56.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,9.0
101569,2014,R,649.0,R,1297.0,R,50.0,R,585.0,R,0.0,R,585.0,R,292.0,R,50.0,R,114.0,R,0.0,R,114.0,R,40.0,R,35.0,R,18.0
101587,2014,R,348.0,R,574.0,R,61.0,R,355.0,R,0.0,R,355.0,R,229.0,R,65.0,R,5.0,R,0.0,R,5.0,R,3.0,R,60.0,R,15.0
101602,2014,R,447.0,R,747.0,R,60.0,R,410.0,R,0.0,R,410.0,R,247.0,R,60.0,R,54.0,R,0.0,R,54.0,R,22.0,R,41.0,R,17.0
101648,2014,R,278.0,R,299.0,R,93.0,R,249.0,R,0.0,R,249.0,R,88.0,R,35.0,A,,A,,A,,A,,A,,R,17.0
101675,2014,R,486.0,R,637.0,R,76.0,R,404.0,R,1.0,R,403.0,R,211.0,R,52.0,R,2.0,Z,0.0,R,2.0,Z,0.0,R,0.0,R,17.0
101693,2014,R,274.0,R,414.0,R,66.0,R,258.0,Z,0.0,R,258.0,R,199.0,R,77.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,12.0
101709,2014,R,530.0,R,736.0,R,72.0,R,519.0,R,0.0,R,519.0,R,409.0,R,79.0,R,12.0,R,0.0,R,12.0,R,5.0,R,42.0,R,16.0
101736,2014,R,684.0,R,1445.0,R,47.0,R,668.0,R,0.0,R,668.0,R,391.0,R,59.0,R,143.0,R,0.0,R,143.0,R,60.0,R,42.0,R,22.0
101879,2014,R,931.0,R,1844.0,R,50.0,R,953.0,R,0.0,R,953.0,R,689.0,R,72.0,R,17.0,R,0.0,R,17.0,R,5.0,R,29.0,R,17.0
101897,2014,R,534.0,R,1090.0,R,49.0,R,538.0,R,0.0,R,538.0,R,328.0,R,61.0,R,126.0,R,0.0,R,126.0,R,45.0,R,36.0,R,20.0
101912,2014,R,374.0,R,454.0,R,82.0,R,364.0,R,0.0,R,364.0,R,278.0,R,76.0,R,1.0,Z,0.0,R,1.0,R,0.0,R,0.0,R,14.0
101949,2014,R,436.0,R,725.0,R,60.0,R,427.0,R,0.0,R,427.0,R,251.0,R,59.0,R,42.0,R,0.0,R,42.0,R,18.0,R,43.0,R,17.0
101958,2014,R,40.0,R,53.0,R,75.0,R,4.0,R,0.0,R,4.0,R,1.0,R,25.0,A,,A,,A,,A,,A,,R,13.0
101994,2014,R,83.0,R,265.0,R,31.0,R,68.0,R,0.0,R,68.0,R,39.0,R,57.0,R,9.0,R,0.0,R,9.0,R,5.0,R,56.0,R,14.0
102030,2014,R,684.0,R,1471.0,R,46.0,R,835.0,R,0.0,R,835.0,R,341.0,R,41.0,R,130.0,R,0.0,R,130.0,R,42.0,R,32.0,R,20.0
102049,2014,R,728.0,R,869.0,R,84.0,R,755.0,R,0.0,R,755.0,R,664.0,R,88.0,R,10.0,R,0.0,R,10.0,R,8.0,R,80.0,R,12.0
102058,2014,R,140.0,R,319.0,R,44.0,R,190.0,R,0.0,R,190.0,R,66.0,R,35.0,R,50.0,R,0.0,R,50.0,R,5.0,R,10.0,R,15.0
102067,2014,R,718.0,R,2008.0,R,36.0,R,877.0,R,0.0,R,877.0,R,529.0,R,60.0,R,479.0,R,0.0,R,479.0,R,195.0,R,41.0,R,21.0
102076,2014,R,707.0,R,1019.0,R,69.0,R,656.0,R,0.0,R,656.0,R,409.0,R,62.0,R,60.0,R,0.0,R,60.0,R,27.0,R,45.0,R,21.0
102094,2014,R,2033.0,R,3063.0,R,66.0,R,1825.0,R,0.0,R,1825.0,R,1297.0,R,71.0,R,43.0,R,0.0,R,43.0,R,17.0,R,40.0,R,20.0
102234,2014,R,362.0,R,426.0,R,85.0,R,431.0,R,0.0,R,431.0,R,313.0,R,73.0,R,3.0,R,0.0,R,3.0,R,1.0,R,33.0,R,13.0
102261,2014,R,11.0,R,39.0,R,28.0,R,11.0,R,0.0,R,11.0,R,9.0,R,82.0,R,0.0,Z,0.0,R,0.0,Z,0.0,A,,R,13.0
102270,2014,R,321.0,R,492.0,R,65.0,R,163.0,R,0.0,R,163.0,R,109.0,R,67.0,A,,A,,A,,A,,A,,R,17.0
102298,2014,R,282.0,R,364.0,R,77.0,R,256.0,R,0.0,R,256.0,R,115.0,R,45.0,R,20.0,R,0.0,R,20.0,R,15.0,R,75.0,R,20.0
102313,2014,R,229.0,R,575.0,R,40.0,R,201.0,R,0.0,R,201.0,R,111.0,R,55.0,R,69.0,R,0.0,R,69.0,R,25.0,R,36.0,R,13.0
102368,2014,R,1502.0,R,3235.0,R,46.0,R,1613.0,R,0.0,R,1613.0,R,1212.0,R,75.0,R,508.0,R,0.0,R,508.0,R,191.0,R,38.0,R,15.0
102377,2014,R,634.0,R,690.0,R,92.0,R,645.0,R,0.0,R,645.0,R,463.0,R,72.0,R,2.0,R,0.0,R,2.0,R,2.0,R,100.0,R,13.0
102395,2014,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,8.0
102429,2014,R,760.0,R,1494.0,R,51.0,R,753.0,R,0.0,R,753.0,R,460.0,R,61.0,R,152.0,R,0.0,R,152.0,R,67.0,R,44.0,R,17.0
102553,2014,R,1388.0,R,3006.0,R,46.0,R,991.0,Z,0.0,R,991.0,R,710.0,R,72.0,R,244.0,Z,0.0,R,244.0,R,111.0,R,45.0,R,19.0
102580,2014,R,14.0,R,23.0,R,61.0,R,3.0,R,0.0,R,3.0,R,1.0,R,33.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,7.0
102614,2014,R,739.0,R,2105.0,R,35.0,R,468.0,Z,0.0,R,468.0,R,363.0,R,78.0,R,35.0,Z,0.0,R,35.0,R,17.0,R,49.0,R,14.0
102632,2014,R,154.0,R,720.0,R,21.0,R,60.0,Z,0.0,R,60.0,R,43.0,R,72.0,R,11.0,Z,0.0,R,11.0,R,7.0,R,64.0,R,15.0
102669,2014,R,18.0,R,129.0,R,14.0,R,31.0,R,0.0,R,31.0,R,24.0,R,77.0,R,1.0,Z,0.0,R,1.0,R,1.0,R,100.0,R,7.0
102711,2014,A,,A,,A,,R,180.0,R,0.0,R,180.0,R,180.0,R,100.0,R,179.0,R,0.0,R,179.0,R,179.0,R,100.0,R,15.0
102845,2014,A,,A,,A,,R,0.0,R,0.0,R,0.0,R,0.0,A,,A,,A,,A,,A,,A,,R,28.0
103501,2014,A,,A,,A,,R,102.0,Z,0.0,R,102.0,R,81.0,R,79.0,A,,A,,A,,A,,A,,R,17.0
103644,2014,A,,A,,A,,R,1.0,R,0.0,R,1.0,R,1.0,R,100.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,22.0
103723,2014,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,10.0
103732,2014,A,,A,,A,,R,10.0,R,0.0,R,10.0,R,8.0,R,80.0,R,3.0,R,0.0,R,3.0,R,3.0,R,100.0,R,10.0
103741,2014,A,,A,,A,,R,58.0,R,1.0,R,57.0,R,39.0,R,68.0,R,7.0,R,0.0,R,7.0,R,4.0,R,57.0,R,16.0
103778,2014,A,,A,,A,,A,,A,,A,,A,,A,,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,20.0
103787,2014,R,24.0,R,34.0,R,71.0,R,14.0,R,0.0,R,14.0,R,6.0,R,43.0,A,,A,,A,,A,,A,,R,9.0
103811,2014,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,8.0
103893,2014,A,,A,,A,,R,132.0,R,0.0,R,132.0,R,102.0,R,77.0,A,,A,,A,,A,,A,,R,39.0
103909,2014,A,,A,,A,,R,100.0,R,0.0,R,100.0,R,79.0,R,79.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,43.0
103927,2014,A,,A,,A,,R,84.0,R,0.0,R,84.0,R,65.0,R,77.0,A,,A,,A,,A,,A,,R,64.0
103945,2014,A,,A,,A,,R,2.0,R,0.0,R,2.0,R,1.0,R,50.0,A,,A,,A,,A,,A,,R,22.0
103954,2014,A,,A,,A,,R,3.0,R,0.0,R,3.0,R,2.0,R,67.0,A,,A,,A,,A,,A,,R,20.0
103963,2014,A,,A,,A,,R,154.0,R,0.0,R,154.0,R,103.0,R,67.0,A,,A,,A,,A,,A,,R,22.0
104090,2014,A,,A,,A,,R,123.0,R,0.0,R,123.0,R,52.0,R,42.0,A,,A,,A,,A,,A,,R,35.0
104151,2014,R,7594.0,R,11601.0,R,65.0,R,7114.0,R,69.0,R,7045.0,R,6065.0,R,86.0,R,57.0,R,1.0,R,56.0,R,24.0,R,43.0,R,22.0
104160,2014,R,782.0,R,2213.0,R,35.0,R,844.0,R,0.0,R,844.0,R,510.0,R,60.0,R,942.0,R,0.0,R,942.0,R,382.0,R,41.0,R,21.0
104179,2014,R,6974.0,R,10038.0,R,69.0,R,6272.0,R,6.0,R,6266.0,R,5131.0,R,82.0,R,609.0,R,0.0,R,609.0,R,382.0,R,63.0,R,20.0
104188,2014,R,19.0,R,21.0,R,90.0,R,13.0,R,0.0,R,13.0,R,10.0,R,77.0,R,12.0,Z,0.0,R,12.0,R,8.0,R,67.0,R,9.0
104346,2014,R,536.0,R,2268.0,R,24.0,R,544.0,R,0.0,R,544.0,R,260.0,R,48.0,R,726.0,R,0.0,R,726.0,R,238.0,R,33.0,R,17.0
104364,2014,R,95.0,R,173.0,R,55.0,R,2.0,Z,0.0,R,2.0,R,2.0,R,100.0,A,,A,,A,,A,,A,,R,11.0
104391,2014,A,,A,,A,,R,85.0,R,0.0,R,85.0,R,81.0,R,95.0,A,,A,,A,,A,,A,,R,18.0
104425,2014,R,553.0,R,1262.0,R,44.0,R,494.0,R,0.0,R,494.0,R,277.0,R,56.0,R,309.0,R,0.0,R,309.0,R,111.0,R,36.0,R,16.0
104434,2014,A,,A,,A,,R,29.0,R,0.0,R,29.0,R,21.0,R,72.0,A,,A,,A,,A,,A,,R,20.0
104443,2014,A,,A,,A,,R,27.0,R,0.0,R,27.0,R,18.0,R,67.0,R,5.0,R,0.0,R,5.0,R,4.0,R,80.0,R,12.0
104504,2014,A,,A,,A,,R,41.0,R,0.0,R,41.0,R,31.0,R,76.0,R,26.0,R,0.0,R,26.0,R,21.0,R,81.0,R,25.0
104568,2014,A,,A,,A,,R,159.0,R,5.0,R,154.0,R,108.0,R,70.0,R,84.0,R,1.0,R,83.0,R,68.0,R,82.0,R,17.0
104577,2014,R,468.0,R,1313.0,R,36.0,R,502.0,R,70.0,R,432.0,R,242.0,R,56.0,R,795.0,R,103.0,R,692.0,R,305.0,R,44.0,R,20.0
104586,2014,R,503.0,R,609.0,R,83.0,R,443.0,R,0.0,R,443.0,R,364.0,R,82.0,R,5.0,R,0.0,R,5.0,R,3.0,R,60.0,R,16.0
104708,2014,R,1981.0,R,5771.0,R,34.0,R,2057.0,R,0.0,R,2057.0,R,1228.0,R,60.0,R,1462.0,R,0.0,R,1462.0,R,545.0,R,37.0,R,21.0
104717,2014,R,2039.0,R,13137.0,R,16.0,R,1554.0,R,0.0,R,1554.0,R,969.0,R,62.0,R,1710.0,R,0.0,R,1710.0,R,523.0,R,31.0,R,19.0
104911,2014,A,,A,,A,,R,71.0,R,4.0,R,67.0,R,42.0,R,63.0,A,,A,,A,,A,,A,,R,22.0
105145,2014,R,302.0,R,1734.0,R,17.0,R,334.0,R,0.0,R,334.0,R,187.0,R,56.0,R,448.0,R,0.0,R,448.0,R,160.0,R,36.0,R,13.0
105154,2014,R,1836.0,R,6150.0,R,30.0,R,1942.0,R,0.0,R,1942.0,R,1154.0,R,59.0,R,1532.0,R,0.0,R,1532.0,R,568.0,R,37.0,R,20.0
105163,2014,R,50.0,R,64.0,R,78.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,21.0
105172,2014,R,57.0,R,66.0,R,86.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,25.0
105206,2014,R,215.0,R,1286.0,R,17.0,R,231.0,R,1.0,R,230.0,R,114.0,R,50.0,R,750.0,R,0.0,R,750.0,R,273.0,R,36.0,R,14.0
105215,2014,A,,A,,A,,R,275.0,R,1.0,R,274.0,R,206.0,R,75.0,A,,A,,A,,A,,A,,R,23.0
105297,2014,R,181.0,R,286.0,R,63.0,R,5.0,R,0.0,R,5.0,R,4.0,R,80.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,15.0
105330,2014,R,4383.0,R,7737.0,R,57.0,R,4347.0,R,0.0,R,4347.0,R,3202.0,R,74.0,R,378.0,R,0.0,R,378.0,R,234.0,R,62.0,R,18.0
105349,2014,R,72.0,R,1479.0,R,5.0,R,54.0,R,0.0,R,54.0,R,23.0,R,43.0,R,127.0,R,0.0,R,127.0,R,36.0,R,28.0,R,10.0
105367,2014,A,,A,,A,,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,6.0
105428,2014,R,742.0,R,3605.0,R,21.0,R,733.0,R,0.0,R,733.0,R,400.0,R,55.0,R,1053.0,R,0.0,R,1053.0,R,328.0,R,31.0,R,17.0
105482,2014,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,20.0
105525,2014,R,2452.0,R,8447.0,R,29.0,R,2675.0,R,0.0,R,2675.0,R,1558.0,R,58.0,R,2589.0,R,0.0,R,2589.0,R,968.0,R,37.0,R,25.0
105534,2014,A,,A,,A,,R,69.0,R,0.0,R,69.0,R,51.0,R,74.0,A,,A,,A,,A,,A,,R,25.0
105543,2014,A,,A,,A,,R,221.0,R,0.0,R,221.0,R,151.0,R,68.0,A,,A,,A,,A,,A,,R,25.0
105589,2014,R,41.0,R,119.0,R,34.0,R,40.0,R,0.0,R,40.0,R,27.0,R,68.0,A,,A,,A,,A,,A,,R,9.0
105659,2014,A,,A,,A,,R,201.0,R,0.0,R,201.0,R,145.0,R,72.0,A,,A,,A,,A,,A,,R,34.0
105668,2014,R,113.0,R,4830.0,R,2.0,R,172.0,R,0.0,R,172.0,R,43.0,R,25.0,R,400.0,R,0.0,R,400.0,R,90.0,R,23.0,R,34.0
105677,2014,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,6.0
105701,2014,A,,A,,A,,R,46.0,R,3.0,R,43.0,R,30.0,R,70.0,A,,A,,A,,A,,A,,R,15.0
105747,2014,R,847.0,R,2995.0,R,28.0,R,898.0,R,0.0,R,898.0,R,572.0,R,64.0,R,468.0,R,0.0,R,468.0,R,155.0,R,33.0,R,17.0
105792,2014,R,390.0,R,1310.0,R,30.0,R,439.0,R,0.0,R,439.0,R,262.0,R,60.0,R,425.0,Z,0.0,R,425.0,R,125.0,R,29.0,R,17.0
105899,2014,R,154.0,R,388.0,R,40.0,R,90.0,R,0.0,R,90.0,R,65.0,R,72.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,15.0
105987,2014,A,,A,,A,,R,134.0,Z,0.0,R,134.0,R,108.0,R,81.0,A,,A,,A,,A,,A,,R,17.0
106041,2014,A,,A,,A,,R,449.0,R,1.0,R,448.0,R,327.0,R,73.0,A,,A,,A,,A,,A,,R,35.0
106102,2014,A,,A,,A,,R,2.0,R,0.0,R,2.0,R,2.0,R,100.0,A,,A,,A,,A,,A,,R,14.0
106111,2014,A,,A,,A,,R,36.0,R,0.0,R,36.0,R,24.0,R,67.0,R,8.0,R,0.0,R,8.0,R,6.0,R,75.0,R,15.0
106148,2014,R,556.0,R,2505.0,R,22.0,R,440.0,R,0.0,R,440.0,R,220.0,R,50.0,R,460.0,R,0.0,R,460.0,R,150.0,R,33.0,R,18.0
106245,2014,R,698.0,R,2658.0,R,26.0,R,633.0,R,0.0,R,633.0,R,450.0,R,71.0,R,34.0,R,0.0,R,34.0,R,19.0,R,56.0,R,13.0
106263,2014,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,7.0
106281,2014,A,,A,,A,,R,16.0,R,0.0,R,16.0,R,8.0,R,50.0,R,4.0,R,0.0,R,4.0,R,3.0,R,75.0,R,9.0
106306,2014,R,283.0,R,407.0,R,70.0,R,22.0,R,0.0,R,22.0,R,8.0,R,36.0,R,15.0,R,0.0,R,15.0,R,7.0,R,47.0,R,23.0
106315,2014,A,,A,,A,,R,7.0,R,0.0,R,7.0,R,5.0,R,71.0,A,,A,,A,,A,,A,,R,12.0
106324,2014,A,,A,,A,,R,19.0,R,0.0,R,19.0,R,9.0,R,47.0,R,1.0,R,0.0,R,1.0,R,1.0,R,100.0,R,10.0
106342,2014,R,254.0,R,322.0,R,79.0,R,174.0,R,0.0,R,174.0,R,129.0,R,74.0,A,,A,,A,,A,,A,,R,14.0
106351,2014,A,,A,,A,,R,14.0,Z,0.0,R,14.0,R,12.0,R,86.0,A,,A,,A,,A,,A,,R,12.0
106360,2014,A,,A,,A,,R,9.0,R,0.0,R,9.0,R,7.0,R,78.0,A,,A,,A,,A,,A,,R,15.0
106397,2014,R,4518.0,R,6144.0,R,74.0,R,4300.0,R,0.0,R,4300.0,R,3562.0,R,83.0,R,39.0,R,0.0,R,39.0,R,25.0,R,64.0,R,19.0
106412,2014,R,484.0,R,662.0,R,73.0,R,557.0,R,1.0,R,556.0,R,346.0,R,62.0,R,11.0,R,0.0,R,11.0,R,2.0,R,18.0,R,15.0
106449,2014,R,605.0,R,878.0,R,69.0,R,779.0,R,0.0,R,779.0,R,440.0,R,56.0,R,60.0,R,0.0,R,60.0,R,19.0,R,32.0,R,17.0
106458,2014,R,1681.0,R,2579.0,R,65.0,R,1575.0,R,0.0,R,1575.0,R,1174.0,R,75.0,R,44.0,R,0.0,R,44.0,R,16.0,R,36.0,R,17.0
106467,2014,R,1863.0,R,2547.0,R,73.0,R,1380.0,R,0.0,R,1380.0,R,930.0,R,67.0,R,23.0,R,0.0,R,23.0,R,14.0,R,61.0,R,20.0
106485,2014,R,615.0,R,1362.0,R,45.0,R,502.0,R,0.0,R,502.0,R,235.0,R,47.0,R,18.0,R,0.0,R,18.0,R,5.0,R,28.0,R,17.0
106494,2014,A,,A,,A,,R,13.0,R,1.0,R,12.0,R,10.0,R,83.0,A,,A,,A,,A,,A,,R,17.0
106546,2014,A,,A,,A,,R,37.0,R,0.0,R,37.0,R,20.0,R,54.0,A,,A,,A,,A,,A,,R,13.0
106625,2014,R,298.0,R,472.0,R,63.0,R,344.0,R,0.0,R,344.0,R,186.0,R,54.0,R,46.0,R,0.0,R,46.0,R,19.0,R,41.0,R,16.0
106704,2014,R,2154.0,R,2850.0,R,76.0,R,2177.0,Z,0.0,R,2177.0,R,1522.0,R,70.0,R,25.0,Z,0.0,R,25.0,R,9.0,R,36.0,R,17.0
106713,2014,R,134.0,R,300.0,R,45.0,R,76.0,R,0.0,R,76.0,R,54.0,R,71.0,R,8.0,R,0.0,R,8.0,R,4.0,R,50.0,R,10.0
106795,2014,R,184.0,R,687.0,R,27.0,R,255.0,R,0.0,R,255.0,R,161.0,R,63.0,R,73.0,R,0.0,R,73.0,R,19.0,R,26.0,R,16.0
106810,2014,R,62.0,R,107.0,R,58.0,R,44.0,R,0.0,R,44.0,R,22.0,R,50.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,10.0
106829,2014,A,,A,,A,,R,85.0,R,0.0,R,85.0,R,17.0,R,20.0,R,14.0,R,0.0,R,14.0,R,9.0,R,64.0,R,6.0
106883,2014,R,202.0,R,319.0,R,63.0,R,224.0,R,0.0,R,224.0,R,102.0,R,46.0,R,62.0,R,0.0,R,62.0,R,36.0,R,58.0,R,16.0
106892,2014,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,32.0
106908,2014,A,,A,,A,,R,58.0,Z,0.0,R,58.0,R,46.0,R,79.0,R,9.0,Z,0.0,R,9.0,R,4.0,R,44.0,R,17.0
106980,2014,R,366.0,R,695.0,R,53.0,R,410.0,R,0.0,R,410.0,R,231.0,R,56.0,R,135.0,R,0.0,R,135.0,R,40.0,R,30.0,R,26.0
106999,2014,R,232.0,R,520.0,R,45.0,R,258.0,R,0.0,R,258.0,R,156.0,R,60.0,R,32.0,R,0.0,R,32.0,R,11.0,R,34.0,R,17.0
107044,2014,R,1063.0,R,1285.0,R,83.0,R,1030.0,R,0.0,R,1030.0,R,844.0,R,82.0,R,11.0,R,0.0,R,11.0,R,7.0,R,64.0,R,16.0
107071,2014,R,768.0,R,1099.0,R,70.0,R,698.0,R,0.0,R,698.0,R,417.0,R,60.0,R,4.0,R,0.0,R,4.0,R,0.0,R,0.0,R,17.0
107080,2014,R,314.0,R,336.0,R,93.0,R,435.0,R,0.0,R,435.0,R,377.0,R,87.0,A,,A,,A,,A,,A,,R,11.0
107099,2014,A,,A,,A,,R,9.0,R,0.0,R,9.0,R,8.0,R,89.0,A,,A,,A,,A,,A,,R,8.0
107123,2014,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,10.0
107141,2014,R,318.0,R,909.0,R,35.0,R,303.0,R,0.0,R,303.0,R,256.0,R,84.0,A,,A,,A,,A,,A,,R,15.0
107211,2014,A,,A,,A,,R,8.0,R,0.0,R,8.0,R,5.0,R,63.0,A,,A,,A,,A,,A,,R,17.0
