UNITID,Year,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTIN,RRFTIN,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTIN,RRPTIN,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
107099,2022,A,,A,,A,,R,10.0,R,0.0,Z,0.0,R,10.0,R,6.0,R,60.0,A,,A,,A,,A,,A,,A,,R,25.0
107123,2022,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,8.0
107141,2022,R,304.0,R,703.0,R,43.0,R,329.0,R,1.0,R,0.0,R,328.0,R,277.0,R,84.0,R,4.0,R,0.0,R,0.0,R,4.0,R,2.0,R,50.0,R,15.0
107220,2022,A,,A,,A,,R,169.0,R,0.0,R,0.0,R,169.0,R,128.0,R,76.0,A,,A,,A,,A,,A,,A,,R,8.0
107293,2022,A,,A,,A,,R,10.0,R,0.0,R,0.0,R,10.0,R,7.0,R,70.0,A,,A,,A,,A,,A,,A,,R,22.0
107318,2022,R,56.0,R,429.0,R,13.0,R,85.0,R,0.0,R,0.0,R,85.0,R,61.0,R,72.0,R,45.0,R,0.0,R,0.0,R,45.0,R,17.0,R,38.0,R,11.0
107327,2022,R,149.0,R,578.0,R,26.0,R,163.0,R,0.0,R,0.0,R,163.0,R,92.0,R,56.0,R,36.0,R,0.0,R,0.0,R,36.0,R,15.0,R,42.0,R,17.0
107442,2022,A,,A,,A,,R,4.0,R,0.0,R,0.0,R,4.0,R,1.0,R,25.0,A,,A,,A,,A,,A,,A,,R,20.0
107460,2022,R,306.0,R,462.0,R,66.0,R,268.0,R,0.0,R,0.0,R,268.0,R,147.0,R,55.0,R,45.0,R,0.0,R,1.0,R,46.0,R,13.0,R,28.0,R,12.0
107488,2022,A,,A,,A,,R,152.0,R,0.0,R,0.0,R,152.0,R,142.0,R,93.0,A,,A,,A,,A,,A,,A,,R,8.0
