UNITID,Year,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
104346,2012,R,590.0,R,2664.0,R,22.0,R,604.0,R,0.0,R,604.0,R,347.0,R,57.0,R,908.0,R,0.0,R,908.0,R,297.0,R,33.0,R,17
104364,2012,R,121.0,R,236.0,R,51.0,R,3.0,Z,0.0,R,3.0,R,1.0,R,33.0,A,,A,,A,,A,,A,,R,10
104391,2012,A,,A,,A,,R,82.0,R,0.0,R,82.0,R,78.0,R,95.0,A,,A,,A,,A,,A,,R,18
104425,2012,R,418.0,R,1101.0,R,38.0,R,447.0,R,0.0,R,447.0,R,248.0,R,55.0,R,423.0,R,0.0,R,423.0,R,136.0,R,32.0,R,15
104434,2012,A,,A,,A,,R,24.0,Z,0.0,R,24.0,R,17.0,R,71.0,A,,A,,A,,A,,A,,R,20
104443,2012,A,,A,,A,,R,52.0,Z,0.0,R,52.0,R,38.0,R,73.0,R,13.0,Z,0.0,R,13.0,R,7.0,R,54.0,R,18
104504,2012,A,,A,,A,,R,58.0,R,0.0,R,58.0,R,47.0,R,81.0,R,43.0,R,0.0,R,43.0,R,36.0,R,84.0,R,27
104531,2012,R,57.0,R,377.0,R,15.0,R,135.0,R,0.0,R,135.0,R,70.0,R,52.0,R,95.0,R,1.0,R,94.0,R,26.0,R,28.0,R,13
104568,2012,A,,A,,A,,R,104.0,R,0.0,R,104.0,R,84.0,R,81.0,R,72.0,R,0.0,R,72.0,R,45.0,R,63.0,R,17
104577,2012,R,645.0,R,1680.0,R,38.0,R,828.0,R,141.0,R,687.0,R,385.0,R,56.0,R,958.0,R,95.0,R,863.0,R,301.0,R,35.0,R,19
104586,2012,R,374.0,R,477.0,R,78.0,R,349.0,R,0.0,R,349.0,R,266.0,R,76.0,R,0.0,Z,0.0,R,0.0,Z,0.0,A,,R,15
104665,2012,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,3
104708,2012,R,2227.0,R,6482.0,R,34.0,R,2424.0,R,0.0,R,2424.0,R,1410.0,R,58.0,R,1623.0,R,0.0,R,1623.0,R,588.0,R,36.0,R,22
104717,2012,R,1264.0,R,11068.0,R,11.0,R,617.0,Z,0.0,R,617.0,R,401.0,R,65.0,R,1776.0,Z,0.0,R,1776.0,R,555.0,R,31.0,R,19
104805,2012,A,,A,,A,,R,40.0,R,0.0,R,40.0,R,27.0,R,68.0,A,,A,,A,,A,,A,,R,30
104911,2012,A,,A,,A,,R,68.0,R,2.0,R,66.0,R,54.0,R,82.0,A,,A,,A,,A,,A,,R,12
104984,2012,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,2
105118,2012,A,,A,,A,,R,73.0,R,0.0,R,73.0,R,61.0,R,84.0,A,,A,,A,,A,,A,,R,28
105145,2012,R,309.0,R,1991.0,R,16.0,R,246.0,R,0.0,R,246.0,R,137.0,R,56.0,R,492.0,R,0.0,R,492.0,R,189.0,R,38.0,R,15
105154,2012,R,2124.0,R,6920.0,R,31.0,R,2331.0,R,0.0,R,2331.0,R,1347.0,R,58.0,R,1920.0,R,0.0,R,1920.0,R,638.0,R,33.0,R,21
105163,2012,R,42.0,R,55.0,R,76.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,24
105172,2012,R,43.0,R,71.0,R,61.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,20
105206,2012,R,227.0,R,1380.0,R,16.0,R,261.0,R,0.0,R,261.0,R,106.0,R,41.0,R,770.0,R,0.0,R,770.0,R,266.0,R,35.0,R,16
105215,2012,A,,A,,A,,R,370.0,R,1.0,R,369.0,R,309.0,R,84.0,A,,A,,A,,A,,A,,R,27
105297,2012,R,286.0,R,528.0,R,54.0,R,6.0,R,0.0,R,6.0,R,5.0,R,83.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,17
105330,2012,R,4092.0,R,6632.0,R,62.0,R,3194.0,R,0.0,R,3194.0,R,2431.0,R,76.0,R,624.0,R,0.0,R,624.0,R,372.0,R,60.0,R,21
105349,2012,R,87.0,R,1300.0,R,7.0,R,118.0,R,0.0,R,118.0,R,42.0,R,36.0,R,296.0,R,0.0,R,296.0,R,65.0,R,22.0,R,16
105367,2012,A,,A,,A,,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,9
105428,2012,R,731.0,R,3875.0,R,19.0,R,708.0,R,0.0,R,708.0,R,382.0,R,54.0,R,948.0,R,0.0,R,948.0,R,324.0,R,34.0,R,17
105482,2012,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,16
105516,2012,A,,A,,A,,R,121.0,R,0.0,R,121.0,R,67.0,R,55.0,A,,A,,A,,A,,A,,R,23
105525,2012,R,2746.0,R,9222.0,R,30.0,R,3542.0,R,0.0,R,3542.0,R,1938.0,R,55.0,R,3439.0,R,0.0,R,3439.0,R,1205.0,R,35.0,R,27
105534,2012,A,,A,,A,,R,58.0,R,0.0,R,58.0,R,52.0,R,90.0,A,,A,,A,,A,,A,,R,25
105543,2012,A,,A,,A,,R,298.0,R,0.0,R,298.0,R,228.0,R,77.0,A,,A,,A,,A,,A,,R,25
105589,2012,R,64.0,R,153.0,R,42.0,R,62.0,R,0.0,R,62.0,R,45.0,R,73.0,A,,A,,A,,A,,A,,R,8
105659,2012,A,,A,,A,,R,213.0,R,0.0,R,213.0,R,157.0,R,74.0,A,,A,,A,,A,,A,,R,31
105668,2012,R,265.0,R,6598.0,R,4.0,R,430.0,R,0.0,R,430.0,R,92.0,R,21.0,R,1378.0,R,0.0,R,1378.0,R,245.0,R,18.0,R,31
105677,2012,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,6
105701,2012,A,,A,,A,,R,43.0,Z,0.0,R,43.0,R,39.0,R,91.0,A,,A,,A,,A,,A,,R,18
105747,2012,R,1022.0,R,3508.0,R,29.0,R,1003.0,R,0.0,R,1003.0,R,563.0,R,56.0,R,597.0,R,0.0,R,597.0,R,218.0,R,37.0,R,18
105792,2012,R,456.0,R,1536.0,R,30.0,R,448.0,R,0.0,R,448.0,R,270.0,R,60.0,R,346.0,R,0.0,R,346.0,R,124.0,R,36.0,R,19
105899,2012,R,95.0,R,319.0,R,30.0,R,98.0,R,0.0,R,98.0,R,66.0,R,67.0,R,2.0,R,0.0,R,2.0,R,1.0,R,50.0,R,16
105987,2012,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,25
106041,2012,A,,A,,A,,R,567.0,R,2.0,R,565.0,R,455.0,R,81.0,A,,A,,A,,A,,A,,R,28
106102,2012,A,,A,,A,,R,98.0,R,0.0,R,98.0,R,21.0,R,21.0,A,,A,,A,,A,,A,,R,17
106111,2012,A,,A,,A,,R,60.0,Z,0.0,R,60.0,R,35.0,R,58.0,R,22.0,Z,0.0,R,22.0,R,16.0,R,73.0,R,22
106148,2012,R,302.0,R,2012.0,R,15.0,R,343.0,R,0.0,R,343.0,R,187.0,R,55.0,R,443.0,R,0.0,R,443.0,R,161.0,R,36.0,R,19
106245,2012,R,806.0,R,3009.0,R,27.0,R,867.0,Z,0.0,R,867.0,R,585.0,R,67.0,R,52.0,Z,0.0,R,52.0,R,24.0,R,46.0,R,15
106263,2012,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,7
106281,2012,A,,A,,A,,R,7.0,R,0.0,R,7.0,R,4.0,R,57.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,17
106306,2012,R,258.0,R,395.0,R,65.0,R,313.0,R,0.0,R,313.0,R,127.0,R,41.0,R,55.0,R,0.0,R,55.0,R,14.0,R,25.0,R,20
106315,2012,A,,A,,A,,R,6.0,R,0.0,R,6.0,R,2.0,R,33.0,R,3.0,R,0.0,R,3.0,R,3.0,R,100.0,R,11
106324,2012,A,,A,,A,,R,18.0,R,0.0,R,18.0,R,15.0,R,83.0,A,,A,,A,,A,,A,,R,7
106342,2012,R,160.0,R,220.0,R,73.0,R,158.0,R,0.0,R,158.0,R,114.0,R,72.0,A,,A,,A,,A,,A,,R,13
106351,2012,A,,A,,A,,R,30.0,R,0.0,R,30.0,R,24.0,R,80.0,R,1.0,R,0.0,R,1.0,R,1.0,R,100.0,R,20
106360,2012,A,,A,,A,,R,10.0,R,0.0,R,10.0,R,5.0,R,50.0,A,,A,,A,,A,,A,,R,16
106397,2012,R,4550.0,R,6124.0,R,74.0,R,4414.0,R,0.0,R,4414.0,R,3585.0,R,81.0,R,33.0,R,0.0,R,33.0,R,15.0,R,45.0,R,19
106412,2012,R,564.0,R,751.0,R,75.0,R,650.0,R,0.0,R,650.0,R,355.0,R,55.0,R,27.0,R,0.0,R,27.0,R,2.0,R,7.0,R,15
106449,2012,R,884.0,R,1847.0,R,48.0,R,899.0,R,0.0,R,899.0,R,505.0,R,56.0,R,87.0,R,0.0,R,87.0,R,35.0,R,40.0,R,18
106458,2012,R,1633.0,R,2729.0,R,60.0,R,1505.0,R,1.0,R,1504.0,R,1059.0,R,70.0,R,57.0,R,0.0,R,57.0,R,24.0,R,42.0,R,19
106467,2012,R,1694.0,R,2381.0,R,71.0,R,1495.0,R,0.0,R,1495.0,R,996.0,R,67.0,R,54.0,R,0.0,R,54.0,R,32.0,R,59.0,R,20
106485,2012,R,726.0,R,1567.0,R,46.0,R,548.0,R,1.0,R,547.0,R,227.0,R,41.0,R,33.0,R,0.0,R,33.0,R,6.0,R,18.0,R,18
106494,2012,A,,A,,A,,R,16.0,R,0.0,R,16.0,R,9.0,R,56.0,A,,A,,A,,A,,A,,R,12
106546,2012,A,,A,,A,,R,31.0,R,0.0,R,31.0,R,19.0,R,61.0,A,,A,,A,,A,,A,,R,13
106625,2012,R,389.0,R,650.0,R,60.0,R,473.0,R,0.0,R,473.0,R,241.0,R,51.0,R,53.0,R,0.0,R,53.0,R,20.0,R,38.0,R,18
106704,2012,R,2130.0,R,2771.0,R,77.0,R,1940.0,R,0.0,R,1940.0,R,1361.0,R,70.0,R,20.0,Z,0.0,R,20.0,R,8.0,R,40.0,R,16
106713,2012,R,102.0,R,230.0,R,44.0,R,104.0,R,0.0,R,104.0,R,52.0,R,50.0,R,3.0,R,0.0,R,3.0,R,0.0,R,0.0,R,12
106795,2012,R,196.0,R,605.0,R,32.0,R,169.0,R,0.0,R,169.0,R,82.0,R,49.0,R,32.0,R,0.0,R,32.0,R,14.0,R,44.0,R,17
106810,2012,R,62.0,R,103.0,R,60.0,R,77.0,R,0.0,R,77.0,R,40.0,R,52.0,A,,A,,A,,A,,A,,R,10
106829,2012,A,,A,,A,,R,83.0,R,0.0,R,83.0,R,38.0,R,46.0,R,11.0,R,0.0,R,11.0,R,11.0,R,100.0,R,12
106883,2012,R,292.0,R,607.0,R,48.0,R,231.0,R,0.0,R,231.0,R,90.0,R,39.0,R,41.0,R,0.0,R,41.0,R,30.0,R,73.0,R,18
106892,2012,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,43
106908,2012,A,,A,,A,,R,61.0,R,0.0,R,61.0,R,45.0,R,74.0,R,22.0,R,0.0,R,22.0,R,12.0,R,55.0,R,15
106980,2012,R,395.0,R,1375.0,R,29.0,R,508.0,R,6.0,R,502.0,R,284.0,R,57.0,R,175.0,R,0.0,R,175.0,R,40.0,R,23.0,R,24
106999,2012,R,197.0,R,324.0,R,61.0,R,207.0,R,0.0,R,207.0,R,101.0,R,49.0,R,37.0,R,0.0,R,37.0,R,19.0,R,51.0,R,18
107044,2012,R,1019.0,R,1261.0,R,81.0,R,1013.0,R,0.0,R,1013.0,R,817.0,R,81.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,17
107071,2012,R,775.0,R,1131.0,R,69.0,R,818.0,R,2.0,R,816.0,R,480.0,R,59.0,R,8.0,R,2.0,R,6.0,R,0.0,R,0.0,R,16
107080,2012,R,369.0,R,388.0,R,95.0,R,375.0,R,0.0,R,375.0,R,324.0,R,86.0,A,,A,,A,,A,,A,,R,11
