UNITID,Year,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTIN,RRFTIN,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTIN,RRPTIN,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
102030,2021,R,342.0,R,1047.0,R,33.0,R,224.0,R,0.0,R,0.0,R,224.0,R,129.0,R,58.0,R,87.0,R,0.0,R,0.0,R,87.0,R,42.0,R,48.0,R,15.0
102049,2021,R,918.0,R,1022.0,R,90.0,R,971.0,R,0.0,R,0.0,R,971.0,R,867.0,R,89.0,A,,A,,A,,A,,A,,A,,R,12.0
102058,2021,R,1.0,R,4.0,R,25.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,Z,0.0,Z,0.0,Z,0.0,R,0.0,Z,0.0,A,,R,3.0
102067,2021,R,661.0,R,1788.0,R,37.0,R,615.0,R,0.0,R,0.0,R,615.0,R,391.0,R,64.0,R,223.0,R,0.0,R,0.0,R,223.0,R,98.0,R,44.0,R,19.0
102076,2021,R,488.0,R,1242.0,R,39.0,R,445.0,R,0.0,R,0.0,R,445.0,R,316.0,R,71.0,R,57.0,R,0.0,R,0.0,R,57.0,R,21.0,R,37.0,R,19.0
102094,2021,R,1751.0,R,2655.0,R,66.0,R,1544.0,R,0.0,R,0.0,R,1544.0,R,1096.0,R,71.0,R,27.0,R,0.0,R,0.0,R,27.0,R,10.0,R,37.0,R,17.0
102234,2021,R,215.0,R,269.0,R,80.0,R,243.0,R,0.0,R,0.0,R,243.0,R,191.0,R,79.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,11.0
102270,2021,R,109.0,R,194.0,R,56.0,R,118.0,R,0.0,R,0.0,R,118.0,R,75.0,R,64.0,R,4.0,R,0.0,R,0.0,R,4.0,R,4.0,R,100.0,R,14.0
102298,2021,R,216.0,R,361.0,R,60.0,R,342.0,R,0.0,R,0.0,R,342.0,R,204.0,R,60.0,R,9.0,R,0.0,R,0.0,R,9.0,R,2.0,R,22.0,R,22.0
102313,2021,R,259.0,R,789.0,R,33.0,R,151.0,R,0.0,R,0.0,R,151.0,R,90.0,R,60.0,R,90.0,R,0.0,R,0.0,R,90.0,R,26.0,R,29.0,R,15.0
102368,2021,R,1362.0,R,2867.0,R,48.0,R,1501.0,R,0.0,R,0.0,R,1501.0,R,1111.0,R,74.0,R,282.0,R,0.0,R,0.0,R,282.0,R,81.0,R,29.0,R,16.0
102377,2021,R,545.0,R,621.0,R,88.0,R,485.0,R,0.0,R,0.0,R,485.0,R,386.0,R,80.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,9.0
102395,2021,A,,A,,A,,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,9.0
102429,2021,R,451.0,R,1459.0,R,31.0,R,404.0,R,0.0,R,0.0,R,404.0,R,272.0,R,67.0,R,192.0,R,0.0,R,0.0,R,192.0,R,111.0,R,58.0,R,12.0
102553,2021,R,665.0,R,1864.0,R,36.0,R,578.0,Z,0.0,Z,0.0,R,578.0,R,397.0,R,69.0,R,170.0,Z,0.0,Z,0.0,R,170.0,R,86.0,R,51.0,R,12.0
102580,2021,R,6.0,R,17.0,R,35.0,R,6.0,R,0.0,R,0.0,R,6.0,R,6.0,R,100.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,5.0
102614,2021,R,538.0,R,1488.0,R,36.0,R,368.0,Z,0.0,Z,0.0,R,368.0,R,250.0,R,68.0,R,54.0,Z,0.0,Z,0.0,R,54.0,R,29.0,R,54.0,R,12.0
102632,2021,R,111.0,R,382.0,R,29.0,R,68.0,Z,0.0,Z,0.0,R,68.0,R,44.0,R,65.0,R,26.0,Z,0.0,Z,0.0,R,26.0,R,9.0,R,35.0,R,9.0
102669,2021,R,35.0,R,169.0,R,21.0,R,19.0,Z,0.0,Z,0.0,R,19.0,R,13.0,R,68.0,R,4.0,Z,0.0,Z,0.0,R,4.0,R,2.0,R,50.0,R,8.0
102711,2021,A,,A,,A,,R,52.0,R,0.0,R,0.0,R,52.0,R,49.0,R,94.0,R,103.0,Z,0.0,Z,0.0,R,103.0,R,103.0,R,100.0,R,12.0
102845,2021,A,,A,,A,,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,A,,A,,A,,A,,A,,A,,R,25.0
103501,2021,A,,A,,A,,R,289.0,R,2.0,R,0.0,R,287.0,R,207.0,R,72.0,A,,A,,A,,A,,A,,A,,R,15.0
103741,2021,A,,A,,A,,R,48.0,R,0.0,Z,0.0,R,48.0,R,41.0,R,85.0,R,16.0,R,0.0,Z,0.0,R,16.0,R,5.0,R,31.0,R,19.0
103893,2021,A,,A,,A,,R,206.0,R,0.0,R,0.0,R,206.0,R,126.0,R,61.0,A,,A,,A,,A,,A,,A,,R,38.0
103909,2021,A,,A,,A,,R,88.0,R,1.0,R,0.0,R,87.0,R,47.0,R,54.0,A,,A,,A,,A,,A,,A,,R,21.0
103927,2021,A,,A,,A,,R,49.0,R,0.0,R,0.0,R,49.0,R,37.0,R,76.0,A,,A,,A,,A,,A,,A,,R,30.0
103954,2021,A,,A,,A,,R,3.0,R,0.0,R,0.0,R,3.0,R,1.0,R,33.0,A,,A,,A,,A,,A,,A,,R,24.0
103963,2021,A,,A,,A,,R,59.0,R,0.0,R,0.0,R,59.0,R,29.0,R,49.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,15.0
104090,2021,A,,A,,A,,R,15.0,R,0.0,R,0.0,R,15.0,R,7.0,R,47.0,A,,A,,A,,A,,A,,A,,R,20.0
104151,2021,R,14097.0,R,19351.0,R,73.0,R,12427.0,R,162.0,R,0.0,R,12265.0,R,10548.0,R,86.0,R,250.0,R,7.0,R,0.0,R,243.0,R,99.0,R,41.0,R,18.0
104160,2021,R,514.0,R,2716.0,R,19.0,R,393.0,R,0.0,R,0.0,R,393.0,R,258.0,R,66.0,R,819.0,R,0.0,R,0.0,R,819.0,R,418.0,R,51.0,R,20.0
104179,2021,R,6012.0,R,11136.0,R,54.0,R,5374.0,R,15.0,R,0.0,R,5359.0,R,4503.0,R,84.0,R,1960.0,R,0.0,R,0.0,R,1960.0,R,1237.0,R,63.0,R,17.0
104346,2021,R,395.0,R,2924.0,R,14.0,R,324.0,R,0.0,R,0.0,R,324.0,R,190.0,R,59.0,R,717.0,R,0.0,R,0.0,R,717.0,R,284.0,R,40.0,R,15.0
104391,2021,A,,A,,A,,R,49.0,R,0.0,R,0.0,R,49.0,R,30.0,R,61.0,A,,A,,A,,A,,A,,A,,R,18.0
104425,2021,R,528.0,R,855.0,R,62.0,R,478.0,R,0.0,R,0.0,R,478.0,R,308.0,R,64.0,R,184.0,R,0.0,R,0.0,R,184.0,R,82.0,R,45.0,R,14.0
104443,2021,A,,A,,A,,R,14.0,R,0.0,Z,0.0,R,14.0,R,11.0,R,79.0,R,6.0,R,0.0,Z,0.0,R,6.0,R,2.0,R,33.0,R,11.0
104568,2021,A,,A,,A,,R,96.0,R,2.0,R,0.0,R,94.0,R,85.0,R,90.0,R,73.0,R,0.0,R,0.0,R,73.0,R,65.0,R,89.0,R,20.0
104577,2021,R,488.0,R,962.0,R,51.0,R,348.0,R,1.0,R,0.0,R,347.0,R,203.0,R,59.0,R,131.0,R,0.0,R,0.0,R,131.0,R,47.0,R,36.0,R,16.0
104586,2021,R,744.0,R,870.0,R,86.0,R,739.0,R,0.0,R,0.0,R,739.0,R,573.0,R,78.0,R,4.0,R,0.0,R,0.0,R,4.0,R,2.0,R,50.0,R,17.0
104708,2021,R,1072.0,R,3530.0,R,30.0,R,908.0,R,0.0,Z,0.0,R,908.0,R,575.0,R,63.0,R,681.0,R,0.0,Z,0.0,R,681.0,R,289.0,R,42.0,R,15.0
104717,2021,R,6722.0,R,19693.0,R,34.0,R,6613.0,R,2.0,Z,0.0,R,6611.0,R,4667.0,R,71.0,R,948.0,R,2.0,Z,0.0,R,946.0,R,402.0,R,42.0,R,20.0
105145,2021,R,212.0,R,1548.0,R,14.0,R,196.0,R,0.0,Z,0.0,R,196.0,R,120.0,R,61.0,R,165.0,R,0.0,Z,0.0,R,165.0,R,74.0,R,45.0,R,11.0
105154,2021,R,1010.0,R,4266.0,R,24.0,R,973.0,R,0.0,Z,0.0,R,973.0,R,619.0,R,64.0,R,682.0,R,0.0,Z,0.0,R,682.0,R,306.0,R,45.0,R,15.0
105206,2021,R,110.0,R,646.0,R,17.0,R,87.0,R,0.0,R,0.0,R,87.0,R,54.0,R,62.0,R,178.0,R,0.0,R,0.0,R,178.0,R,84.0,R,47.0,R,13.0
105215,2021,A,,A,,A,,R,285.0,R,0.0,R,0.0,R,285.0,R,161.0,R,56.0,A,,A,,A,,A,,A,,A,,R,30.0
105297,2021,R,64.0,R,140.0,R,46.0,R,11.0,R,0.0,R,0.0,R,11.0,R,1.0,R,9.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,12.0
105330,2021,R,4749.0,R,7479.0,R,63.0,R,4588.0,R,0.0,R,0.0,R,4588.0,R,3416.0,R,74.0,R,624.0,R,0.0,R,0.0,R,624.0,R,282.0,R,45.0,R,21.0
105349,2021,R,25.0,R,1467.0,R,2.0,R,24.0,R,0.0,R,0.0,R,24.0,R,10.0,R,42.0,R,47.0,R,0.0,R,0.0,R,47.0,R,13.0,R,28.0,R,12.0
105367,2021,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,9.0
105428,2021,R,462.0,R,2317.0,R,20.0,R,413.0,R,0.0,Z,0.0,R,413.0,R,264.0,R,64.0,R,377.0,R,0.0,Z,0.0,R,377.0,R,167.0,R,44.0,R,12.0
105525,2021,R,855.0,R,4119.0,R,21.0,R,825.0,R,1.0,R,0.0,R,824.0,R,536.0,R,65.0,R,1282.0,R,0.0,R,0.0,R,1282.0,R,602.0,R,47.0,R,16.0
105534,2021,A,,A,,A,,R,0.0,Z,0.0,Z,0.0,R,0.0,Z,0.0,A,,A,,A,,A,,A,,A,,A,,R,20.0
105543,2021,A,,A,,A,,R,77.0,R,0.0,R,0.0,R,77.0,R,9.0,R,12.0,A,,A,,A,,A,,A,,A,,R,13.0
105589,2021,R,36.0,R,99.0,R,36.0,R,52.0,R,0.0,R,0.0,R,52.0,R,39.0,R,75.0,R,1.0,R,0.0,R,0.0,R,1.0,R,1.0,R,100.0,R,9.0
105659,2021,A,,A,,A,,R,253.0,R,2.0,R,0.0,R,251.0,R,199.0,R,79.0,A,,A,,A,,A,,A,,A,,R,34.0
105668,2021,R,96.0,R,2628.0,R,4.0,R,109.0,R,0.0,Z,0.0,R,109.0,R,40.0,R,37.0,R,226.0,R,0.0,Z,0.0,R,226.0,R,71.0,R,31.0,R,25.0
105677,2021,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,6.0
105747,2021,R,390.0,R,2072.0,R,19.0,R,403.0,R,0.0,Z,0.0,R,403.0,R,271.0,R,67.0,R,292.0,R,0.0,Z,0.0,R,292.0,R,153.0,R,52.0,R,15.0
105792,2021,R,273.0,R,1063.0,R,26.0,R,212.0,R,0.0,Z,0.0,R,212.0,R,145.0,R,68.0,R,109.0,R,0.0,Z,0.0,R,109.0,R,45.0,R,41.0,R,15.0
105899,2021,R,300.0,R,482.0,R,62.0,R,281.0,R,0.0,R,0.0,R,281.0,R,135.0,R,48.0,R,2.0,R,0.0,R,0.0,R,2.0,R,1.0,R,50.0,R,18.0
106041,2021,A,,A,,A,,R,775.0,R,2.0,R,0.0,R,773.0,R,427.0,R,55.0,A,,A,,A,,A,,A,,A,,R,36.0
106111,2021,A,,A,,A,,R,12.0,R,0.0,Z,0.0,R,12.0,R,6.0,R,50.0,R,6.0,R,0.0,Z,0.0,R,6.0,R,4.0,R,67.0,R,17.0
106148,2021,R,500.0,R,2890.0,R,17.0,R,557.0,Z,0.0,Z,0.0,R,557.0,R,352.0,R,63.0,R,428.0,Z,0.0,Z,0.0,R,428.0,R,158.0,R,37.0,R,17.0
106245,2021,R,446.0,R,1724.0,R,26.0,R,478.0,R,0.0,R,0.0,R,478.0,R,313.0,R,65.0,R,19.0,R,0.0,R,0.0,R,19.0,R,9.0,R,47.0,R,11.0
106263,2021,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,21.0
106306,2021,R,128.0,R,228.0,R,56.0,R,91.0,R,0.0,R,0.0,R,91.0,R,18.0,R,20.0,R,48.0,R,0.0,R,0.0,R,48.0,R,12.0,R,25.0,R,23.0
106315,2021,A,,A,,A,,R,4.0,R,0.0,R,0.0,R,4.0,R,3.0,R,75.0,A,,A,,A,,A,,A,,A,,R,20.0
106324,2021,A,,A,,A,,R,25.0,R,0.0,R,0.0,R,25.0,R,21.0,R,84.0,R,3.0,R,0.0,R,0.0,R,3.0,R,2.0,R,67.0,R,8.0
106342,2021,R,138.0,R,172.0,R,80.0,R,183.0,R,1.0,R,0.0,R,182.0,R,125.0,R,69.0,A,,A,,A,,A,,A,,A,,R,10.0
106351,2021,A,,A,,A,,R,6.0,R,0.0,R,0.0,R,6.0,R,5.0,R,83.0,A,,A,,A,,A,,A,,A,,R,20.0
106360,2021,A,,A,,A,,R,10.0,R,0.0,R,0.0,R,10.0,R,7.0,R,70.0,A,,A,,A,,A,,A,,A,,R,13.0
106397,2021,R,6012.0,R,7862.0,R,76.0,R,4685.0,R,4.0,Z,0.0,R,4681.0,R,4076.0,R,87.0,R,41.0,R,0.0,Z,0.0,R,41.0,R,27.0,R,66.0,R,19.0
106412,2021,R,590.0,R,848.0,R,70.0,R,608.0,R,1.0,R,0.0,R,607.0,R,385.0,R,63.0,R,77.0,R,0.0,R,0.0,R,77.0,R,24.0,R,31.0,R,14.0
106449,2021,R,533.0,R,696.0,R,77.0,R,598.0,R,1.0,R,0.0,R,597.0,R,338.0,R,57.0,R,66.0,R,0.0,R,0.0,R,66.0,R,18.0,R,27.0,R,15.0
106458,2021,R,1225.0,R,2557.0,R,48.0,R,1195.0,R,0.0,R,0.0,R,1195.0,R,893.0,R,75.0,R,52.0,Z,0.0,Z,0.0,R,52.0,R,19.0,R,37.0,R,14.0
106467,2021,R,1337.0,R,1663.0,R,80.0,R,1388.0,R,0.0,R,0.0,R,1388.0,R,872.0,R,63.0,R,14.0,R,0.0,R,0.0,R,14.0,R,6.0,R,43.0,R,18.0
106485,2021,R,412.0,R,873.0,R,47.0,R,259.0,R,0.0,R,0.0,R,259.0,R,179.0,R,69.0,R,5.0,R,0.0,R,0.0,R,5.0,R,4.0,R,80.0,R,12.0
106494,2021,A,,A,,A,,R,15.0,R,0.0,R,0.0,R,15.0,R,10.0,R,67.0,A,,A,,A,,A,,A,,A,,R,19.0
106546,2021,A,,A,,A,,R,3.0,R,0.0,R,0.0,R,3.0,R,2.0,R,67.0,A,,A,,A,,A,,A,,A,,R,9.0
106625,2021,R,244.0,R,432.0,R,56.0,R,283.0,R,0.0,R,0.0,R,283.0,R,151.0,R,53.0,R,42.0,R,0.0,R,0.0,R,42.0,R,14.0,R,33.0,R,13.0
106704,2021,R,1844.0,R,2339.0,R,79.0,R,1707.0,R,0.0,Z,0.0,R,1707.0,R,1207.0,R,71.0,R,8.0,Z,0.0,Z,0.0,R,8.0,R,4.0,R,50.0,R,15.0
106713,2021,R,136.0,R,237.0,R,57.0,R,113.0,R,0.0,R,0.0,R,113.0,R,74.0,R,65.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,11.0
106795,2021,R,173.0,R,572.0,R,30.0,R,152.0,R,0.0,R,0.0,R,152.0,R,95.0,R,63.0,R,62.0,R,0.0,R,0.0,R,62.0,R,23.0,R,37.0,R,18.0
106810,2021,R,52.0,R,84.0,R,62.0,R,39.0,R,0.0,R,0.0,R,39.0,R,23.0,R,59.0,A,,A,,A,,A,,A,,A,,R,9.0
106883,2021,R,122.0,R,283.0,R,43.0,R,124.0,R,0.0,R,0.0,R,124.0,R,61.0,R,49.0,R,24.0,R,0.0,R,0.0,R,24.0,R,16.0,R,67.0,R,11.0
106892,2021,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,12.0
106908,2021,A,,A,,A,,R,58.0,R,0.0,R,0.0,R,58.0,R,37.0,R,64.0,R,6.0,R,0.0,R,0.0,R,6.0,R,3.0,R,50.0,R,12.0
106980,2021,R,502.0,R,683.0,R,73.0,R,469.0,R,0.0,R,0.0,R,469.0,R,281.0,R,60.0,R,99.0,R,0.0,R,0.0,R,99.0,R,32.0,R,32.0,R,15.0
106999,2021,R,179.0,R,240.0,R,75.0,R,256.0,R,0.0,R,0.0,R,256.0,R,137.0,R,54.0,R,28.0,R,0.0,R,0.0,R,28.0,R,8.0,R,29.0,R,13.0
107044,2021,R,744.0,R,1203.0,R,62.0,R,745.0,R,0.0,R,3.0,R,748.0,R,630.0,R,84.0,R,2.0,R,0.0,R,0.0,R,2.0,R,1.0,R,50.0,R,16.0
107071,2021,R,416.0,R,555.0,R,75.0,R,548.0,R,0.0,R,0.0,R,548.0,R,308.0,R,56.0,R,15.0,R,0.0,R,0.0,R,15.0,R,3.0,R,20.0,R,14.0
107080,2021,R,315.0,R,332.0,R,95.0,R,310.0,R,0.0,R,0.0,R,310.0,R,249.0,R,80.0,A,,A,,A,,A,,A,,A,,R,11.0
107099,2021,A,,A,,A,,R,13.0,R,0.0,R,0.0,R,13.0,R,7.0,R,54.0,A,,A,,A,,A,,A,,A,,R,19.0
107123,2021,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,8.0
107141,2021,R,329.0,R,694.0,R,47.0,R,312.0,R,3.0,R,0.0,R,309.0,R,248.0,R,80.0,R,3.0,R,0.0,R,0.0,R,3.0,R,2.0,R,67.0,R,15.0
107220,2021,A,,A,,A,,R,110.0,R,0.0,R,0.0,R,110.0,R,82.0,R,75.0,A,,A,,A,,A,,A,,A,,R,5.0
107293,2021,A,,A,,A,,R,10.0,R,0.0,R,0.0,R,10.0,R,5.0,R,50.0,A,,A,,A,,A,,A,,A,,R,18.0
107318,2021,R,85.0,R,447.0,R,19.0,R,74.0,R,0.0,R,0.0,R,74.0,R,39.0,R,53.0,R,48.0,R,0.0,R,0.0,R,48.0,R,19.0,R,40.0,R,10.0
107327,2021,R,163.0,R,558.0,R,29.0,R,193.0,R,0.0,R,0.0,R,193.0,R,105.0,R,54.0,R,25.0,R,0.0,R,0.0,R,25.0,R,9.0,R,36.0,R,19.0
107442,2021,A,,A,,A,,R,1.0,R,0.0,R,0.0,R,1.0,R,1.0,R,100.0,A,,A,,A,,A,,A,,A,,R,20.0
