UNITID,Year,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTIN,RRFTIN,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTIN,RRPTIN,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
101435,2017,R,294.0,R,348.0,R,84.0,R,277.0,R,0.0,R,0.0,R,277.0,R,180.0,R,65.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,15.0
101453,2017,R,10.0,R,22.0,R,45.0,R,1.0,Z,0.0,Z,0.0,R,1.0,R,1.0,R,100.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,9.0
101462,2017,R,90.0,R,294.0,R,31.0,R,123.0,R,0.0,R,0.0,R,123.0,R,49.0,R,40.0,R,54.0,R,0.0,R,0.0,R,54.0,R,16.0,R,30.0,R,13.0
101471,2017,R,202.0,R,273.0,R,74.0,R,235.0,R,0.0,R,0.0,R,235.0,R,176.0,R,75.0,R,37.0,R,0.0,R,0.0,R,37.0,R,14.0,R,38.0,R,11.0
101480,2017,R,1115.0,R,2434.0,R,46.0,R,1294.0,R,0.0,R,0.0,R,1294.0,R,959.0,R,74.0,R,26.0,R,0.0,R,0.0,R,26.0,R,9.0,R,35.0,R,19.0
101499,2017,R,251.0,R,326.0,R,77.0,R,251.0,R,0.0,R,0.0,R,251.0,R,137.0,R,55.0,R,58.0,R,0.0,R,0.0,R,58.0,R,34.0,R,59.0,R,16.0
101505,2017,R,983.0,R,3963.0,R,25.0,R,1079.0,R,0.0,R,0.0,R,1079.0,R,616.0,R,57.0,R,617.0,R,0.0,R,0.0,R,617.0,R,270.0,R,44.0,R,19.0
101514,2017,R,1072.0,R,3597.0,R,30.0,R,1143.0,R,0.0,R,0.0,R,1143.0,R,744.0,R,65.0,R,826.0,R,0.0,R,0.0,R,826.0,R,390.0,R,47.0,R,24.0
101541,2017,R,65.0,R,106.0,R,61.0,R,84.0,R,0.0,R,0.0,R,84.0,R,49.0,R,58.0,R,1.0,R,0.0,R,0.0,R,1.0,R,0.0,R,0.0,R,6.0
101569,2017,R,715.0,R,1411.0,R,51.0,R,638.0,R,0.0,R,0.0,R,638.0,R,329.0,R,52.0,R,198.0,R,0.0,R,0.0,R,198.0,R,70.0,R,35.0,R,18.0
101587,2017,R,460.0,R,735.0,R,63.0,R,373.0,R,0.0,R,0.0,R,373.0,R,245.0,R,66.0,R,4.0,R,0.0,R,0.0,R,4.0,R,3.0,R,75.0,R,13.0
101602,2017,R,415.0,R,920.0,R,45.0,R,414.0,R,0.0,R,0.0,R,414.0,R,272.0,R,66.0,R,39.0,R,0.0,R,0.0,R,39.0,R,23.0,R,59.0,R,17.0
101648,2017,R,281.0,R,304.0,R,92.0,R,275.0,R,0.0,R,0.0,R,275.0,R,109.0,R,40.0,A,,A,,A,,A,,A,,A,,R,16.0
101675,2017,R,307.0,R,440.0,R,70.0,R,428.0,R,0.0,R,0.0,R,428.0,R,214.0,R,50.0,R,1.0,R,0.0,R,0.0,R,1.0,R,0.0,R,0.0,R,15.0
101693,2017,R,227.0,R,518.0,R,44.0,R,224.0,R,1.0,R,0.0,R,223.0,R,153.0,R,69.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,14.0
101709,2017,R,482.0,R,649.0,R,74.0,R,473.0,R,0.0,R,0.0,R,473.0,R,367.0,R,78.0,R,4.0,R,0.0,R,0.0,R,4.0,R,2.0,R,50.0,R,14.0
101736,2017,R,677.0,R,1427.0,R,47.0,R,751.0,R,0.0,R,0.0,R,751.0,R,430.0,R,57.0,R,237.0,R,0.0,R,0.0,R,237.0,R,95.0,R,40.0,R,20.0
101879,2017,R,1108.0,R,1772.0,R,63.0,R,1177.0,R,0.0,R,0.0,R,1177.0,R,892.0,R,76.0,R,19.0,R,0.0,R,0.0,R,19.0,R,11.0,R,58.0,R,18.0
101897,2017,R,496.0,R,1165.0,R,43.0,R,491.0,R,0.0,R,0.0,R,491.0,R,303.0,R,62.0,R,128.0,R,0.0,R,0.0,R,128.0,R,57.0,R,45.0,R,18.0
101912,2017,R,366.0,R,450.0,R,81.0,R,390.0,R,0.0,R,0.0,R,390.0,R,273.0,R,70.0,R,1.0,R,0.0,R,0.0,R,1.0,R,1.0,R,100.0,R,12.0
101949,2017,R,267.0,R,480.0,R,56.0,R,375.0,R,0.0,R,0.0,R,375.0,R,202.0,R,54.0,R,45.0,R,0.0,R,0.0,R,45.0,R,14.0,R,31.0,R,17.0
101994,2017,R,55.0,R,187.0,R,29.0,R,66.0,R,0.0,R,0.0,R,66.0,R,31.0,R,47.0,R,10.0,R,0.0,R,0.0,R,10.0,R,5.0,R,50.0,R,12.0
102030,2017,R,647.0,R,1527.0,R,42.0,R,597.0,R,0.0,R,0.0,R,597.0,R,296.0,R,50.0,R,151.0,R,0.0,R,0.0,R,151.0,R,45.0,R,30.0,R,18.0
102049,2017,R,857.0,R,990.0,R,87.0,R,916.0,R,0.0,R,0.0,R,916.0,R,797.0,R,87.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,12.0
102058,2017,R,50.0,R,191.0,R,26.0,R,49.0,R,0.0,R,0.0,R,49.0,R,16.0,R,33.0,R,1.0,R,0.0,R,0.0,R,1.0,R,1.0,R,100.0,R,13.0
102067,2017,R,795.0,R,1673.0,R,48.0,R,613.0,R,0.0,R,0.0,R,613.0,R,373.0,R,61.0,R,405.0,R,0.0,R,0.0,R,405.0,R,170.0,R,42.0,R,21.0
102076,2017,R,539.0,R,986.0,R,55.0,R,569.0,R,0.0,R,0.0,R,569.0,R,348.0,R,61.0,R,67.0,R,0.0,R,0.0,R,67.0,R,23.0,R,34.0,R,20.0
102094,2017,R,1870.0,R,2900.0,R,64.0,R,1955.0,R,0.0,R,0.0,R,1955.0,R,1517.0,R,78.0,R,41.0,R,0.0,R,0.0,R,41.0,R,25.0,R,61.0,R,18.0
102234,2017,R,395.0,R,439.0,R,90.0,R,392.0,R,0.0,R,0.0,R,392.0,R,308.0,R,79.0,A,,A,,A,,A,,A,,A,,R,14.0
102270,2017,R,118.0,R,281.0,R,42.0,R,125.0,R,0.0,R,0.0,R,125.0,R,65.0,R,52.0,R,4.0,R,0.0,R,0.0,R,4.0,R,1.0,R,25.0,R,16.0
102298,2017,R,157.0,R,228.0,R,69.0,R,25.0,R,0.0,R,0.0,R,25.0,R,16.0,R,64.0,R,1.0,Z,0.0,Z,0.0,R,1.0,R,1.0,R,100.0,R,16.0
102313,2017,R,289.0,R,843.0,R,34.0,R,235.0,R,0.0,R,0.0,R,235.0,R,142.0,R,60.0,R,116.0,R,0.0,R,0.0,R,116.0,R,50.0,R,43.0,R,15.0
102368,2017,R,1899.0,R,3882.0,R,49.0,R,1798.0,R,0.0,R,0.0,R,1798.0,R,1259.0,R,70.0,R,232.0,R,1.0,R,0.0,R,231.0,R,85.0,R,37.0,R,14.0
102377,2017,R,748.0,R,843.0,R,89.0,R,615.0,R,0.0,R,0.0,R,615.0,R,420.0,R,68.0,R,1.0,R,0.0,R,0.0,R,1.0,R,1.0,R,100.0,R,14.0
102395,2017,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,6.0
102429,2017,R,646.0,R,1672.0,R,39.0,R,507.0,R,0.0,R,0.0,R,507.0,R,275.0,R,54.0,R,193.0,R,0.0,R,0.0,R,193.0,R,93.0,R,48.0,R,16.0
102553,2017,R,1344.0,R,3204.0,R,42.0,R,949.0,Z,0.0,Z,0.0,R,949.0,R,659.0,R,69.0,R,247.0,Z,0.0,Z,0.0,R,247.0,R,126.0,R,51.0,R,15.0
102580,2017,R,7.0,R,14.0,R,50.0,R,1.0,R,0.0,R,0.0,R,1.0,R,1.0,R,100.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,8.0
102614,2017,R,638.0,R,1633.0,R,39.0,R,449.0,Z,0.0,Z,0.0,R,449.0,R,346.0,R,77.0,R,42.0,Z,0.0,Z,0.0,R,42.0,R,27.0,R,64.0,R,11.0
102632,2017,R,155.0,R,433.0,R,36.0,R,70.0,R,0.0,R,0.0,R,70.0,R,49.0,R,70.0,R,6.0,R,0.0,R,0.0,R,6.0,R,1.0,R,17.0,R,10.0
102669,2017,R,32.0,R,125.0,R,26.0,R,37.0,R,0.0,R,0.0,R,37.0,R,29.0,R,78.0,R,1.0,Z,0.0,Z,0.0,R,1.0,R,1.0,R,100.0,R,9.0
102711,2017,A,,A,,A,,R,196.0,R,0.0,R,0.0,R,196.0,R,163.0,R,83.0,R,892.0,R,0.0,R,0.0,R,892.0,R,890.0,R,100.0,R,15.0
102845,2017,A,,A,,A,,R,2.0,R,0.0,R,0.0,R,2.0,R,1.0,R,50.0,A,,A,,A,,A,,A,,A,,R,25.0
103501,2017,A,,A,,A,,R,129.0,R,0.0,R,0.0,R,129.0,R,91.0,R,71.0,A,,A,,A,,A,,A,,A,,R,16.0
103741,2017,A,,A,,A,,R,41.0,R,0.0,Z,0.0,R,41.0,R,26.0,R,63.0,R,9.0,R,0.0,Z,0.0,R,9.0,R,5.0,R,56.0,R,21.0
103811,2017,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,7.0
103893,2017,A,,A,,A,,R,101.0,R,0.0,R,0.0,R,101.0,R,72.0,R,71.0,A,,A,,A,,A,,A,,A,,R,42.0
103909,2017,A,,A,,A,,R,68.0,R,0.0,R,0.0,R,68.0,R,46.0,R,68.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,27.0
103927,2017,A,,A,,A,,R,54.0,R,0.0,R,0.0,R,54.0,R,29.0,R,54.0,A,,A,,A,,A,,A,,A,,R,38.0
103945,2017,A,,A,,A,,R,2.0,R,0.0,R,0.0,R,2.0,R,2.0,R,100.0,A,,A,,A,,A,,A,,A,,R,9.0
103954,2017,A,,A,,A,,R,6.0,R,0.0,R,0.0,R,6.0,R,4.0,R,67.0,A,,A,,A,,A,,A,,A,,R,20.0
103963,2017,A,,A,,A,,R,360.0,R,0.0,R,0.0,R,360.0,R,245.0,R,68.0,A,,A,,A,,A,,A,,A,,R,24.0
104090,2017,A,,A,,A,,R,88.0,R,0.0,R,0.0,R,88.0,R,20.0,R,23.0,R,125.0,R,0.0,R,0.0,R,125.0,R,62.0,R,50.0,R,10.0
104151,2017,R,7822.0,R,10992.0,R,71.0,R,8185.0,R,55.0,R,0.0,R,8130.0,R,7040.0,R,87.0,R,45.0,R,0.0,R,0.0,R,45.0,R,24.0,R,53.0,R,20.0
104160,2017,R,647.0,R,2264.0,R,29.0,R,625.0,R,0.0,R,0.0,R,625.0,R,401.0,R,64.0,R,856.0,R,0.0,R,0.0,R,856.0,R,340.0,R,40.0,R,20.0
104179,2017,R,5902.0,R,10067.0,R,59.0,R,5997.0,R,19.0,R,0.0,R,5978.0,R,4981.0,R,83.0,R,1756.0,R,0.0,R,0.0,R,1756.0,R,1085.0,R,62.0,R,15.0
104188,2017,R,21.0,R,28.0,R,75.0,R,24.0,R,0.0,R,0.0,R,24.0,R,21.0,R,88.0,A,,A,,A,,A,,A,,A,,R,11.0
104346,2017,R,514.0,R,1853.0,R,28.0,R,503.0,R,0.0,R,0.0,R,503.0,R,270.0,R,54.0,R,727.0,R,0.0,R,0.0,R,727.0,R,237.0,R,33.0,R,16.0
104364,2017,N,31.0,N,31.0,N,100.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,N,13.0
104391,2017,A,,A,,A,,R,85.0,R,0.0,Z,0.0,R,85.0,R,65.0,R,76.0,A,,A,,A,,A,,A,,A,,R,18.0
104425,2017,R,444.0,R,909.0,R,49.0,R,453.0,R,0.0,R,0.0,R,453.0,R,282.0,R,62.0,R,280.0,R,0.0,R,0.0,R,280.0,R,85.0,R,30.0,R,16.0
104434,2017,A,,A,,A,,R,19.0,R,0.0,Z,0.0,R,19.0,R,12.0,R,63.0,A,,A,,A,,A,,A,,A,,R,16.0
104443,2017,A,,A,,A,,R,13.0,R,0.0,Z,0.0,R,13.0,R,10.0,R,77.0,R,10.0,R,0.0,Z,0.0,R,10.0,R,7.0,R,70.0,R,19.0
104504,2017,A,,A,,A,,R,18.0,R,0.0,R,0.0,R,18.0,R,15.0,R,83.0,R,18.0,R,0.0,R,0.0,R,18.0,R,14.0,R,78.0,R,30.0
104568,2017,A,,A,,A,,R,121.0,R,2.0,R,0.0,R,119.0,R,103.0,R,87.0,R,134.0,R,4.0,R,0.0,R,130.0,R,113.0,R,87.0,R,15.0
104577,2017,R,350.0,R,2014.0,R,17.0,R,453.0,R,91.0,Z,0.0,R,362.0,R,187.0,R,52.0,R,590.0,R,10.0,R,0.0,R,580.0,R,262.0,R,45.0,R,19.0
104586,2017,R,678.0,R,787.0,R,86.0,R,599.0,R,0.0,R,0.0,R,599.0,R,520.0,R,87.0,R,5.0,R,0.0,R,0.0,R,5.0,R,3.0,R,60.0,R,18.0
104708,2017,R,1680.0,R,5230.0,R,32.0,R,1698.0,R,0.0,Z,0.0,R,1698.0,R,1123.0,R,66.0,R,1105.0,R,0.0,Z,0.0,R,1105.0,R,464.0,R,42.0,R,22.0
104717,2017,R,2399.0,R,16132.0,R,15.0,R,2375.0,R,0.0,R,0.0,R,2375.0,R,1559.0,R,66.0,R,729.0,R,0.0,R,0.0,R,729.0,R,285.0,R,39.0,R,19.0
105145,2017,R,312.0,R,1646.0,R,19.0,R,334.0,R,0.0,Z,0.0,R,334.0,R,179.0,R,54.0,R,249.0,R,0.0,Z,0.0,R,249.0,R,105.0,R,42.0,R,14.0
105154,2017,R,1375.0,R,5583.0,R,25.0,R,1589.0,R,0.0,Z,0.0,R,1589.0,R,1013.0,R,64.0,R,1149.0,R,0.0,Z,0.0,R,1149.0,R,487.0,R,42.0,R,21.0
105206,2017,R,153.0,R,913.0,R,17.0,R,174.0,R,0.0,R,0.0,R,174.0,R,83.0,R,48.0,R,408.0,R,0.0,R,0.0,R,408.0,R,166.0,R,41.0,R,13.0
105215,2017,A,,A,,A,,R,229.0,R,0.0,R,0.0,R,229.0,R,184.0,R,80.0,A,,A,,A,,A,,A,,A,,R,28.0
105297,2017,R,91.0,R,280.0,R,33.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,16.0
105330,2017,R,5261.0,R,8794.0,R,60.0,R,5009.0,R,1.0,R,0.0,R,5008.0,R,3798.0,R,76.0,R,594.0,R,0.0,R,0.0,R,594.0,R,296.0,R,50.0,R,19.0
105349,2017,R,70.0,R,717.0,R,10.0,R,61.0,R,0.0,R,0.0,R,61.0,R,19.0,R,31.0,R,120.0,R,0.0,R,0.0,R,120.0,R,25.0,R,21.0,R,14.0
105367,2017,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,8.0
105428,2017,R,641.0,R,3293.0,R,19.0,R,790.0,R,0.0,Z,0.0,R,790.0,R,495.0,R,63.0,R,752.0,R,0.0,Z,0.0,R,752.0,R,316.0,R,42.0,R,18.0
105482,2017,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,15.0
105525,2017,R,2129.0,R,7973.0,R,27.0,R,2210.0,R,1.0,R,0.0,R,2209.0,R,1416.0,R,64.0,R,2624.0,R,0.0,R,0.0,R,2624.0,R,1094.0,R,42.0,R,26.0
105534,2017,A,,A,,A,,R,142.0,R,1.0,R,0.0,R,141.0,R,69.0,R,49.0,A,,A,,A,,A,,A,,A,,R,25.0
105543,2017,A,,A,,A,,R,210.0,R,0.0,R,0.0,R,210.0,R,128.0,R,61.0,A,,A,,A,,A,,A,,A,,R,25.0
105589,2017,R,64.0,R,143.0,R,45.0,R,45.0,R,0.0,R,2.0,R,47.0,R,34.0,R,72.0,A,,A,,A,,A,,A,,A,,R,8.0
105659,2017,A,,A,,A,,R,173.0,R,0.0,R,0.0,R,173.0,R,127.0,R,73.0,A,,A,,A,,A,,A,,A,,R,34.0
105668,2017,R,77.0,R,5035.0,R,2.0,R,109.0,R,0.0,Z,0.0,R,109.0,R,37.0,R,34.0,R,228.0,R,0.0,Z,0.0,R,228.0,R,77.0,R,34.0,R,30.0
105677,2017,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,5.0
105701,2017,A,,A,,A,,R,32.0,R,6.0,R,0.0,R,26.0,R,11.0,R,42.0,A,,A,,A,,A,,A,,A,,R,10.0
105747,2017,R,484.0,R,2548.0,R,19.0,R,673.0,R,0.0,Z,0.0,R,673.0,R,442.0,R,66.0,R,343.0,R,0.0,Z,0.0,R,343.0,R,154.0,R,45.0,R,19.0
105792,2017,R,444.0,R,1271.0,R,35.0,R,441.0,R,0.0,Z,0.0,R,441.0,R,278.0,R,63.0,R,257.0,R,0.0,Z,0.0,R,257.0,R,110.0,R,43.0,R,18.0
105899,2017,R,152.0,R,331.0,R,46.0,R,129.0,R,0.0,R,0.0,R,129.0,R,85.0,R,66.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,16.0
106041,2017,A,,A,,A,,R,381.0,R,2.0,Z,0.0,R,379.0,R,305.0,R,80.0,A,,A,,A,,A,,A,,A,,R,40.0
106102,2017,A,,A,,A,,R,53.0,R,0.0,R,0.0,R,53.0,R,7.0,R,13.0,A,,A,,A,,A,,A,,A,,R,11.0
106111,2017,A,,A,,A,,R,36.0,R,0.0,Z,0.0,R,36.0,R,24.0,R,67.0,R,14.0,R,0.0,Z,0.0,R,14.0,R,4.0,R,29.0,R,24.0
106148,2017,R,529.0,R,2503.0,R,21.0,R,425.0,R,0.0,R,0.0,R,425.0,R,250.0,R,59.0,R,483.0,R,0.0,R,0.0,R,483.0,R,212.0,R,44.0,R,19.0
106245,2017,R,717.0,R,2307.0,R,31.0,R,768.0,Z,0.0,Z,0.0,R,768.0,R,533.0,R,69.0,R,37.0,Z,0.0,Z,0.0,R,37.0,R,16.0,R,43.0,R,14.0
106263,2017,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,10.0
106306,2017,R,163.0,R,238.0,R,68.0,R,5.0,R,0.0,R,0.0,R,5.0,R,2.0,R,40.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,20.0
106315,2017,A,,A,,A,,R,6.0,R,0.0,R,0.0,R,6.0,R,4.0,R,67.0,A,,A,,A,,A,,A,,A,,R,20.0
106324,2017,A,,A,,A,,R,11.0,R,0.0,R,0.0,R,11.0,R,8.0,R,73.0,A,,A,,A,,A,,A,,A,,R,4.0
106342,2017,R,190.0,R,231.0,R,82.0,R,200.0,R,0.0,R,0.0,R,200.0,R,123.0,R,62.0,A,,A,,A,,A,,A,,A,,R,13.0
106351,2017,A,,A,,A,,R,6.0,Z,0.0,Z,0.0,R,6.0,R,3.0,R,50.0,A,,A,,A,,A,,A,,A,,R,20.0
106360,2017,A,,A,,A,,R,9.0,R,0.0,R,0.0,R,9.0,R,4.0,R,44.0,A,,A,,A,,A,,A,,A,,R,18.0
106397,2017,R,5032.0,R,6639.0,R,76.0,R,4938.0,R,2.0,Z,0.0,R,4936.0,R,4058.0,R,82.0,R,29.0,R,0.0,Z,0.0,R,29.0,R,18.0,R,62.0,R,18.0
106412,2017,R,507.0,R,644.0,R,79.0,R,763.0,R,0.0,R,0.0,R,763.0,R,540.0,R,71.0,R,9.0,R,0.0,R,0.0,R,9.0,R,2.0,R,22.0,R,15.0
106449,2017,R,730.0,R,1064.0,R,69.0,R,565.0,R,0.0,R,0.0,R,565.0,R,315.0,R,56.0,R,45.0,R,0.0,R,0.0,R,45.0,R,22.0,R,49.0,R,17.0
106458,2017,R,1405.0,R,2279.0,R,62.0,R,1609.0,R,0.0,R,0.0,R,1609.0,R,1172.0,R,73.0,R,35.0,R,0.0,R,0.0,R,35.0,R,9.0,R,26.0,R,17.0
106467,2017,R,1757.0,R,2284.0,R,77.0,R,1548.0,R,0.0,R,0.0,R,1548.0,R,1107.0,R,72.0,R,21.0,R,0.0,R,0.0,R,21.0,R,9.0,R,43.0,R,19.0
106485,2017,R,624.0,R,1428.0,R,44.0,R,337.0,R,0.0,R,0.0,R,337.0,R,176.0,R,52.0,R,5.0,R,0.0,R,0.0,R,5.0,R,2.0,R,40.0,R,15.0
106494,2017,A,,A,,A,,R,19.0,R,0.0,R,0.0,R,19.0,R,11.0,R,58.0,A,,A,,A,,A,,A,,A,,R,15.0
106546,2017,R,7.0,R,275.0,R,3.0,R,12.0,R,0.0,R,0.0,R,12.0,R,7.0,R,58.0,A,,A,,A,,A,,A,,A,,R,10.0
106625,2017,R,309.0,R,483.0,R,64.0,R,327.0,R,0.0,R,0.0,R,327.0,R,175.0,R,54.0,R,50.0,R,0.0,R,0.0,R,50.0,R,20.0,R,40.0,R,15.0
106704,2017,R,1927.0,R,2679.0,R,72.0,R,1867.0,R,0.0,R,0.0,R,1867.0,R,1347.0,R,72.0,R,13.0,R,0.0,R,0.0,R,13.0,R,8.0,R,62.0,R,16.0
106713,2017,R,136.0,R,249.0,R,55.0,R,125.0,R,0.0,R,0.0,R,125.0,R,80.0,R,64.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,12.0
106795,2017,R,213.0,R,577.0,R,37.0,R,205.0,R,0.0,R,0.0,R,205.0,R,125.0,R,61.0,R,66.0,R,0.0,R,0.0,R,66.0,R,22.0,R,33.0,R,17.0
106810,2017,R,69.0,R,94.0,R,73.0,R,57.0,R,0.0,R,0.0,R,57.0,R,39.0,R,68.0,A,,A,,A,,A,,A,,A,,R,10.0
106829,2017,A,,A,,A,,R,47.0,R,0.0,R,0.0,R,47.0,R,21.0,R,45.0,R,12.0,R,0.0,R,0.0,R,12.0,R,8.0,R,67.0,R,6.0
106883,2017,R,130.0,R,264.0,R,49.0,R,191.0,R,0.0,R,0.0,R,191.0,R,105.0,R,55.0,R,23.0,R,0.0,R,0.0,R,23.0,R,11.0,R,48.0,R,13.0
106892,2017,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,13.0
106908,2017,A,,A,,A,,R,44.0,R,0.0,R,0.0,R,44.0,R,33.0,R,75.0,R,20.0,R,0.0,R,0.0,R,20.0,R,14.0,R,70.0,R,12.0
