UNITID,Year,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
101143,2011,R,488.0,R,1055.0,R,46.0,R,520.0,R,0.0,R,520.0,R,300.0,R,58.0,R,77.0,R,0.0,R,77.0,R,34.0,R,44.0,R,22
101161,2011,R,906.0,R,1710.0,R,53.0,R,1035.0,R,0.0,R,1035.0,R,554.0,R,54.0,R,231.0,R,0.0,R,231.0,R,74.0,R,32.0,R,23
101189,2011,R,310.0,R,688.0,R,45.0,R,215.0,R,0.0,R,215.0,R,127.0,R,59.0,R,39.0,R,0.0,R,39.0,R,16.0,R,41.0,R,15
101240,2011,R,1380.0,R,2375.0,R,58.0,R,1523.0,R,0.0,R,1523.0,R,817.0,R,54.0,R,282.0,R,0.0,R,282.0,R,114.0,R,40.0,R,26
101277,2011,A,,A,,A,,R,18.0,R,0.0,R,18.0,R,18.0,R,100.0,A,,A,,A,,A,,A,,R,9
101286,2011,R,974.0,R,1770.0,R,55.0,R,953.0,Z,0.0,R,953.0,R,528.0,R,55.0,R,168.0,R,0.0,R,168.0,R,75.0,R,45.0,R,20
101295,2011,R,896.0,R,1865.0,R,48.0,R,1091.0,R,0.0,R,1091.0,R,603.0,R,55.0,R,179.0,R,0.0,R,179.0,R,89.0,R,50.0,R,22
101301,2011,R,376.0,R,761.0,R,49.0,R,415.0,R,0.0,R,415.0,R,204.0,R,49.0,R,44.0,Z,0.0,R,44.0,R,12.0,R,27.0,R,20
101365,2011,R,26.0,R,71.0,R,37.0,R,2.0,R,0.0,R,2.0,R,2.0,R,100.0,R,1.0,R,0.0,R,1.0,R,1.0,R,100.0,R,14
101435,2011,R,256.0,R,389.0,R,66.0,R,272.0,R,1.0,R,271.0,R,162.0,R,60.0,R,0.0,Z,0.0,R,0.0,Z,0.0,A,,R,14
101453,2011,R,4.0,R,22.0,R,18.0,R,4.0,Z,0.0,R,4.0,R,2.0,R,50.0,R,1.0,Z,0.0,R,1.0,R,1.0,R,100.0,R,4
101462,2011,R,166.0,R,579.0,R,29.0,R,228.0,R,0.0,R,228.0,R,105.0,R,46.0,R,106.0,R,0.0,R,106.0,R,47.0,R,44.0,R,17
101471,2011,R,267.0,R,279.0,R,96.0,R,297.0,R,0.0,R,297.0,R,135.0,R,45.0,R,32.0,R,0.0,R,32.0,R,10.0,R,31.0,R,17
101480,2011,R,1384.0,R,2470.0,R,56.0,R,1246.0,R,0.0,R,1246.0,R,845.0,R,68.0,R,26.0,R,0.0,R,26.0,R,6.0,R,23.0,R,20
101499,2011,R,274.0,R,504.0,R,54.0,R,264.0,R,0.0,R,264.0,R,149.0,R,56.0,R,122.0,R,0.0,R,122.0,R,48.0,R,39.0,R,18
101505,2011,R,1271.0,R,3683.0,R,35.0,R,1306.0,R,0.0,R,1306.0,R,635.0,R,49.0,R,550.0,R,0.0,R,550.0,R,211.0,R,38.0,R,24
101514,2011,R,1311.0,R,3369.0,R,39.0,R,1436.0,R,1.0,R,1435.0,R,965.0,R,67.0,R,647.0,R,1.0,R,646.0,R,347.0,R,54.0,R,25
101541,2011,R,75.0,R,124.0,R,60.0,R,93.0,R,0.0,R,93.0,R,60.0,R,65.0,A,,A,,A,,A,,A,,R,9
101569,2011,R,894.0,R,1543.0,R,58.0,R,1044.0,R,2.0,R,1042.0,R,594.0,R,57.0,R,266.0,R,0.0,R,266.0,R,146.0,R,55.0,R,21
101587,2011,R,355.0,R,703.0,R,50.0,R,290.0,R,0.0,R,290.0,R,166.0,R,57.0,R,16.0,R,0.0,R,16.0,R,4.0,R,25.0,R,17
101602,2011,R,377.0,R,717.0,R,53.0,R,433.0,R,0.0,R,433.0,R,226.0,R,52.0,R,60.0,R,0.0,R,60.0,R,14.0,R,23.0,R,15
101648,2011,R,271.0,R,290.0,R,93.0,R,232.0,R,2.0,R,230.0,R,154.0,R,67.0,A,,A,,A,,A,,A,,R,17
101675,2011,R,385.0,R,531.0,R,73.0,R,343.0,R,2.0,R,341.0,R,185.0,R,54.0,R,9.0,R,1.0,R,8.0,R,1.0,R,13.0,R,14
101693,2011,R,245.0,R,469.0,R,52.0,R,233.0,R,0.0,R,233.0,R,162.0,R,70.0,R,2.0,R,0.0,R,2.0,R,1.0,R,50.0,R,13
101709,2011,R,497.0,R,701.0,R,71.0,R,425.0,R,1.0,R,424.0,R,326.0,R,77.0,R,7.0,R,0.0,R,7.0,R,4.0,R,57.0,R,17
101736,2011,R,756.0,R,1436.0,R,53.0,R,834.0,R,0.0,R,834.0,R,390.0,R,47.0,R,147.0,R,0.0,R,147.0,R,48.0,R,33.0,R,22
101879,2011,R,912.0,R,1579.0,R,58.0,R,961.0,R,0.0,R,961.0,R,681.0,R,71.0,R,18.0,R,0.0,R,18.0,R,3.0,R,17.0,R,20
101897,2011,R,641.0,R,1201.0,R,53.0,R,671.0,R,0.0,R,671.0,R,420.0,R,63.0,R,134.0,R,0.0,R,134.0,R,59.0,R,44.0,R,24
101912,2011,R,386.0,R,476.0,R,81.0,R,455.0,R,0.0,R,455.0,R,338.0,R,74.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,14
101949,2011,R,424.0,R,645.0,R,66.0,R,432.0,R,0.0,R,432.0,R,93.0,R,22.0,R,58.0,R,0.0,R,58.0,R,17.0,R,29.0,R,17
101958,2011,R,1.0,R,1.0,R,100.0,R,4.0,R,0.0,R,4.0,R,3.0,R,75.0,A,,A,,A,,A,,A,,R,16
101994,2011,R,112.0,R,270.0,R,41.0,R,108.0,R,0.0,R,108.0,R,81.0,R,75.0,R,7.0,R,0.0,R,7.0,R,2.0,R,29.0,R,19
102030,2011,R,727.0,R,1673.0,R,43.0,R,555.0,R,0.0,R,555.0,R,242.0,R,44.0,R,133.0,R,0.0,R,133.0,R,49.0,R,37.0,R,21
102049,2011,R,684.0,R,825.0,R,83.0,R,712.0,R,0.0,R,712.0,R,601.0,R,84.0,R,3.0,R,0.0,R,3.0,R,2.0,R,67.0,R,11
102058,2011,R,225.0,R,383.0,R,59.0,R,150.0,R,0.0,R,150.0,R,70.0,R,47.0,R,20.0,R,0.0,R,20.0,R,5.0,R,25.0,R,15
102067,2011,R,662.0,R,1337.0,R,50.0,R,918.0,R,2.0,R,916.0,R,492.0,R,54.0,R,249.0,R,0.0,R,249.0,R,79.0,R,32.0,R,24
102076,2011,R,592.0,R,1011.0,R,59.0,R,597.0,R,0.0,R,597.0,R,400.0,R,67.0,R,109.0,R,0.0,R,109.0,R,50.0,R,46.0,R,28
102094,2011,R,1879.0,R,3078.0,R,61.0,R,1654.0,R,0.0,R,1654.0,R,1082.0,R,65.0,R,59.0,R,0.0,R,59.0,R,21.0,R,36.0,R,21
102234,2011,R,335.0,R,381.0,R,88.0,R,392.0,R,0.0,R,392.0,R,297.0,R,76.0,R,4.0,R,0.0,R,4.0,R,2.0,R,50.0,R,13
102261,2011,R,14.0,R,58.0,R,24.0,R,10.0,R,0.0,R,10.0,R,7.0,R,70.0,R,1.0,R,0.0,R,1.0,R,1.0,R,100.0,R,14
102270,2011,R,287.0,R,444.0,R,65.0,R,297.0,R,0.0,R,297.0,R,181.0,R,61.0,R,19.0,R,0.0,R,19.0,R,5.0,R,26.0,R,18
102298,2011,R,219.0,R,269.0,R,81.0,R,211.0,R,0.0,R,211.0,R,111.0,R,53.0,R,18.0,R,0.0,R,18.0,R,10.0,R,56.0,R,12
102313,2011,R,298.0,R,714.0,R,42.0,R,278.0,R,0.0,R,278.0,R,142.0,R,51.0,R,145.0,R,0.0,R,145.0,R,54.0,R,37.0,R,13
102368,2011,R,1663.0,R,4331.0,R,38.0,R,1810.0,R,0.0,R,1810.0,R,1333.0,R,74.0,R,1181.0,R,0.0,R,1181.0,R,442.0,R,37.0,R,19
102377,2011,R,816.0,R,969.0,R,84.0,R,701.0,R,0.0,R,701.0,R,518.0,R,74.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,12
102395,2011,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,14
102429,2011,R,808.0,R,1416.0,R,57.0,R,1006.0,R,0.0,R,1006.0,R,578.0,R,57.0,R,235.0,R,0.0,R,235.0,R,112.0,R,48.0,R,16
102553,2011,R,1604.0,R,3260.0,R,49.0,R,1102.0,Z,0.0,R,1102.0,R,776.0,R,70.0,R,301.0,Z,0.0,R,301.0,R,157.0,R,52.0,R,15
102580,2011,R,12.0,R,34.0,R,35.0,R,5.0,R,0.0,R,5.0,R,3.0,R,60.0,R,1.0,Z,0.0,R,1.0,R,0.0,R,0.0,R,4
102614,2011,R,845.0,R,2346.0,R,36.0,R,413.0,Z,0.0,R,413.0,R,315.0,R,76.0,R,27.0,Z,0.0,R,27.0,R,15.0,R,56.0,R,12
102632,2011,R,191.0,R,808.0,R,24.0,R,121.0,Z,0.0,R,121.0,R,69.0,R,57.0,R,21.0,Z,0.0,R,21.0,R,10.0,R,48.0,R,13
102669,2011,R,19.0,R,130.0,R,15.0,R,45.0,R,0.0,R,45.0,R,34.0,R,76.0,R,6.0,R,0.0,R,6.0,R,3.0,R,50.0,R,7
102711,2011,A,,A,,A,,R,188.0,R,0.0,R,188.0,R,170.0,R,90.0,R,456.0,R,0.0,R,456.0,R,456.0,R,100.0,R,15
102845,2011,R,871.0,R,871.0,R,100.0,R,66.0,R,0.0,R,66.0,R,53.0,R,80.0,A,,A,,A,,A,,A,,R,11
103361,2011,R,17.0,R,201.0,R,8.0,R,26.0,Z,0.0,R,26.0,R,12.0,R,46.0,R,2.0,Z,0.0,R,2.0,R,0.0,R,0.0,R,17
103501,2011,A,,A,,A,,R,315.0,R,0.0,R,315.0,R,274.0,R,87.0,A,,A,,A,,A,,A,,R,18
103644,2011,A,,A,,A,,R,37.0,R,0.0,R,37.0,R,16.0,R,43.0,R,5.0,R,0.0,R,5.0,R,0.0,R,0.0,R,22
103723,2011,R,67.0,R,133.0,R,50.0,R,141.0,R,0.0,R,141.0,R,77.0,R,55.0,R,43.0,R,0.0,R,43.0,R,21.0,R,49.0,R,14
103732,2011,A,,A,,A,,R,6.0,Z,0.0,R,6.0,R,6.0,R,100.0,R,2.0,Z,0.0,R,2.0,R,1.0,R,50.0,R,18
103741,2011,A,,A,,A,,R,18.0,Z,0.0,R,18.0,R,12.0,R,67.0,R,8.0,Z,0.0,R,8.0,R,7.0,R,88.0,R,15
103778,2011,A,,A,,A,,A,,A,,A,,A,,A,,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,22
103787,2011,R,12.0,R,25.0,R,48.0,R,9.0,R,0.0,R,9.0,R,5.0,R,56.0,R,3.0,R,0.0,R,3.0,R,2.0,R,67.0,R,10
103811,2011,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,8
103893,2011,A,,A,,A,,R,309.0,R,0.0,R,309.0,R,209.0,R,68.0,A,,A,,A,,A,,A,,R,38
103909,2011,A,,A,,A,,R,179.0,R,0.0,R,179.0,R,130.0,R,73.0,A,,A,,A,,A,,A,,R,25
103927,2011,A,,A,,A,,R,233.0,R,0.0,R,233.0,R,168.0,R,72.0,A,,A,,A,,A,,A,,R,39
103945,2011,A,,A,,A,,R,25.0,Z,0.0,R,25.0,R,17.0,R,68.0,A,,A,,A,,A,,A,,R,27
103954,2011,A,,A,,A,,R,24.0,R,0.0,R,24.0,R,21.0,R,88.0,A,,A,,A,,A,,A,,R,20
103963,2011,A,,A,,A,,R,439.0,R,11.0,R,428.0,R,294.0,R,69.0,A,,A,,A,,A,,A,,R,22
104090,2011,A,,A,,A,,R,25.0,R,0.0,R,25.0,R,8.0,R,32.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,30
104151,2011,R,9082.0,R,16200.0,R,56.0,R,7544.0,R,90.0,R,7454.0,R,6225.0,R,84.0,R,2000.0,R,29.0,R,1971.0,R,1312.0,R,67.0,R,25
104160,2011,R,904.0,R,2358.0,R,38.0,R,939.0,R,0.0,R,939.0,R,590.0,R,63.0,R,1338.0,R,0.0,R,1338.0,R,543.0,R,41.0,R,22
104179,2011,R,6874.0,R,9262.0,R,74.0,R,6800.0,R,3.0,R,6797.0,R,5248.0,R,77.0,R,211.0,R,0.0,R,211.0,R,102.0,R,48.0,R,20
104188,2011,R,13.0,R,43.0,R,30.0,R,17.0,R,0.0,R,17.0,R,13.0,R,76.0,R,13.0,R,0.0,R,13.0,R,8.0,R,62.0,R,7
104294,2011,A,,A,,A,,R,137.0,R,0.0,R,137.0,R,108.0,R,79.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,18
104346,2011,R,604.0,R,2852.0,R,21.0,R,514.0,R,0.0,R,514.0,R,319.0,R,62.0,R,853.0,R,0.0,R,853.0,R,299.0,R,35.0,R,16
104364,2011,R,87.0,R,211.0,R,41.0,R,5.0,R,0.0,R,5.0,R,2.0,R,40.0,A,,A,,A,,A,,A,,R,8
104391,2011,A,,A,,A,,R,86.0,R,1.0,R,85.0,R,75.0,R,88.0,A,,A,,A,,A,,A,,R,18
104425,2011,R,447.0,R,1180.0,R,38.0,R,482.0,R,1.0,R,481.0,R,253.0,R,53.0,R,506.0,R,1.0,R,505.0,R,163.0,R,32.0,R,15
104434,2011,A,,A,,A,,R,6.0,Z,0.0,R,6.0,R,5.0,R,83.0,A,,A,,A,,A,,A,,R,15
104443,2011,A,,A,,A,,R,18.0,R,1.0,R,17.0,R,13.0,R,76.0,R,7.0,Z,0.0,R,7.0,R,4.0,R,57.0,R,16
104504,2011,A,,A,,A,,R,65.0,R,0.0,R,65.0,R,58.0,R,89.0,R,49.0,R,0.0,R,49.0,R,42.0,R,86.0,R,28
104531,2011,R,141.0,R,684.0,R,21.0,R,227.0,R,0.0,R,227.0,R,117.0,R,52.0,R,162.0,R,0.0,R,162.0,R,57.0,R,35.0,R,18
104568,2011,A,,A,,A,,R,83.0,R,0.0,R,83.0,R,64.0,R,77.0,R,54.0,R,0.0,R,54.0,R,27.0,R,50.0,R,13
104577,2011,R,828.0,R,2158.0,R,38.0,R,842.0,R,25.0,R,817.0,R,430.0,R,53.0,R,794.0,R,51.0,R,743.0,R,302.0,R,41.0,R,20
104586,2011,R,349.0,R,460.0,R,76.0,R,352.0,R,0.0,R,352.0,R,276.0,R,78.0,R,2.0,R,0.0,R,2.0,R,0.0,R,0.0,R,16
104665,2011,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,5
104708,2011,R,2424.0,R,6497.0,R,37.0,R,2235.0,R,0.0,R,2235.0,R,1297.0,R,58.0,R,1575.0,R,0.0,R,1575.0,R,578.0,R,37.0,R,23
104717,2011,R,617.0,R,8603.0,R,7.0,R,704.0,R,0.0,R,704.0,R,418.0,R,59.0,R,1511.0,R,0.0,R,1511.0,R,327.0,R,22.0,R,15
104805,2011,A,,A,,A,,R,412.0,R,0.0,R,412.0,R,118.0,R,29.0,A,,A,,A,,A,,A,,R,46
104911,2011,A,,A,,A,,R,67.0,R,3.0,R,64.0,R,53.0,R,83.0,A,,A,,A,,A,,A,,R,12
104984,2011,A,,A,,A,,R,49.0,Z,0.0,R,49.0,R,36.0,R,73.0,A,,A,,A,,A,,A,,R,17
105118,2011,A,,A,,A,,R,93.0,R,0.0,R,93.0,R,67.0,R,72.0,A,,A,,A,,A,,A,,R,24
105127,2011,A,,A,,A,,R,46.0,R,0.0,R,46.0,R,45.0,R,98.0,R,20.0,R,0.0,R,20.0,R,19.0,R,95.0,R,20
105145,2011,R,246.0,R,2068.0,R,12.0,R,240.0,R,0.0,R,240.0,R,130.0,R,54.0,R,446.0,R,0.0,R,446.0,R,167.0,R,37.0,R,17
105154,2011,R,2331.0,R,7405.0,R,31.0,R,2417.0,R,0.0,R,2417.0,R,1409.0,R,58.0,R,2031.0,R,0.0,R,2031.0,R,773.0,R,38.0,R,22
105163,2011,R,23.0,R,42.0,R,55.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,27
105172,2011,R,38.0,R,56.0,R,68.0,R,4.0,R,0.0,R,4.0,R,3.0,R,75.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,23
105206,2011,R,261.0,R,1591.0,R,16.0,R,254.0,R,0.0,R,254.0,R,120.0,R,47.0,R,1049.0,R,2.0,R,1047.0,R,464.0,R,44.0,R,18
105215,2011,A,,A,,A,,R,1052.0,Z,0.0,R,1052.0,R,767.0,R,73.0,A,,A,,A,,A,,A,,R,29
105297,2011,R,339.0,R,549.0,R,62.0,R,8.0,R,0.0,R,8.0,R,8.0,R,100.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,20
105330,2011,R,3194.0,R,6200.0,R,52.0,R,3741.0,R,0.0,R,3741.0,R,2722.0,R,73.0,R,343.0,R,0.0,R,343.0,R,179.0,R,52.0,R,20
105349,2011,R,118.0,R,1001.0,R,12.0,R,149.0,R,0.0,R,149.0,R,62.0,R,42.0,R,275.0,R,0.0,R,275.0,R,97.0,R,35.0,R,16
105367,2011,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,15
105428,2011,R,708.0,R,3839.0,R,18.0,R,734.0,R,0.0,R,734.0,R,418.0,R,57.0,R,1178.0,R,0.0,R,1178.0,R,386.0,R,33.0,R,18
105482,2011,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,11
105516,2011,A,,A,,A,,R,126.0,R,0.0,R,126.0,R,70.0,R,56.0,A,,A,,A,,A,,A,,R,35
105525,2011,R,3542.0,R,11117.0,R,32.0,R,3478.0,R,0.0,R,3478.0,R,2084.0,R,60.0,R,3545.0,R,0.0,R,3545.0,R,1408.0,R,40.0,R,29
105534,2011,A,,A,,A,,R,63.0,R,0.0,R,63.0,R,56.0,R,89.0,A,,A,,A,,A,,A,,R,25
105543,2011,A,,A,,A,,R,337.0,R,0.0,R,337.0,R,253.0,R,75.0,A,,A,,A,,A,,A,,R,25
105589,2011,R,63.0,R,202.0,R,31.0,R,76.0,R,0.0,R,76.0,R,47.0,R,62.0,A,,A,,A,,A,,A,,R,8
105659,2011,A,,A,,A,,R,218.0,R,0.0,R,218.0,R,179.0,R,82.0,A,,A,,A,,A,,A,,R,29
105668,2011,R,430.0,R,7385.0,R,6.0,R,343.0,R,0.0,R,343.0,R,128.0,R,37.0,R,1053.0,R,0.0,R,1053.0,R,195.0,R,19.0,R,33
105677,2011,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,5
105701,2011,A,,A,,A,,R,43.0,R,0.0,R,43.0,R,39.0,R,91.0,A,,A,,A,,A,,A,,R,18
105747,2011,R,1003.0,R,3616.0,R,28.0,R,996.0,R,0.0,R,996.0,R,581.0,R,58.0,R,543.0,R,0.0,R,543.0,R,187.0,R,34.0,R,19
105792,2011,R,448.0,R,1612.0,R,28.0,R,424.0,R,0.0,R,424.0,R,231.0,R,54.0,R,356.0,R,0.0,R,356.0,R,122.0,R,34.0,R,19
105899,2011,R,101.0,R,257.0,R,39.0,R,74.0,R,0.0,R,74.0,R,44.0,R,59.0,R,3.0,R,0.0,R,3.0,R,1.0,R,33.0,R,19
105987,2011,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,31
106041,2011,A,,A,,A,,R,1347.0,R,0.0,R,1347.0,R,1008.0,R,75.0,A,,A,,A,,A,,A,,R,31
106102,2011,A,,A,,A,,R,62.0,R,0.0,R,62.0,R,24.0,R,39.0,A,,A,,A,,A,,A,,R,24
106111,2011,A,,A,,A,,R,27.0,R,1.0,R,26.0,R,16.0,R,62.0,R,8.0,Z,0.0,R,8.0,R,4.0,R,50.0,R,18
106148,2011,R,346.0,R,1922.0,R,18.0,R,450.0,R,0.0,R,450.0,R,231.0,R,51.0,R,620.0,Z,0.0,R,620.0,R,191.0,R,31.0,R,19
106245,2011,R,871.0,R,2634.0,R,33.0,R,768.0,R,0.0,R,768.0,R,479.0,R,62.0,R,29.0,R,0.0,R,29.0,R,12.0,R,41.0,R,17
106263,2011,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,9
106281,2011,A,,A,,A,,R,13.0,R,0.0,R,13.0,R,7.0,R,54.0,R,3.0,R,0.0,R,3.0,R,0.0,R,0.0,R,15
106306,2011,R,313.0,R,555.0,R,56.0,R,385.0,R,0.0,R,385.0,R,129.0,R,34.0,R,40.0,R,0.0,R,40.0,R,8.0,R,20.0,R,18
106315,2011,A,,A,,A,,R,21.0,R,0.0,R,21.0,R,9.0,R,43.0,R,8.0,R,0.0,R,8.0,R,8.0,R,100.0,R,11
106324,2011,A,,A,,A,,R,15.0,R,0.0,R,15.0,R,6.0,R,40.0,A,,A,,A,,A,,A,,R,5
106342,2011,R,158.0,R,230.0,R,69.0,R,203.0,R,0.0,R,203.0,R,122.0,R,60.0,A,,A,,A,,A,,A,,R,12
106351,2011,A,,A,,A,,R,36.0,R,0.0,R,36.0,R,29.0,R,81.0,R,11.0,R,0.0,R,11.0,R,9.0,R,82.0,R,20
106360,2011,A,,A,,A,,R,15.0,R,0.0,R,15.0,R,12.0,R,80.0,A,,A,,A,,A,,A,,R,17
106397,2011,R,4414.0,R,6088.0,R,73.0,R,3780.0,R,0.0,R,3780.0,R,3155.0,R,83.0,R,30.0,R,0.0,R,30.0,R,19.0,R,63.0,R,19
106412,2011,R,650.0,R,850.0,R,76.0,R,781.0,R,0.0,R,781.0,R,438.0,R,56.0,R,21.0,R,0.0,R,21.0,R,3.0,R,14.0,R,15
106449,2011,R,899.0,R,1352.0,R,66.0,R,809.0,R,0.0,R,809.0,R,476.0,R,59.0,R,84.0,Z,0.0,R,84.0,R,42.0,R,50.0,R,18
106458,2011,R,1505.0,R,2528.0,R,60.0,R,1665.0,R,0.0,R,1665.0,R,1187.0,R,71.0,R,51.0,R,0.0,R,51.0,R,19.0,R,37.0,R,19
106467,2011,R,1755.0,R,2476.0,R,71.0,R,1404.0,R,0.0,R,1404.0,R,951.0,R,68.0,R,54.0,R,0.0,R,54.0,R,30.0,R,56.0,R,17
106485,2011,R,739.0,R,1503.0,R,49.0,R,562.0,R,0.0,R,562.0,R,238.0,R,42.0,R,22.0,R,0.0,R,22.0,R,9.0,R,41.0,R,17
106494,2011,A,,A,,A,,R,17.0,R,0.0,R,17.0,R,12.0,R,71.0,A,,A,,A,,A,,A,,R,15
106546,2011,A,,A,,A,,R,49.0,R,0.0,R,49.0,R,37.0,R,76.0,A,,A,,A,,A,,A,,R,12
106607,2011,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,N,10
106625,2011,R,473.0,R,734.0,R,64.0,R,451.0,R,0.0,R,451.0,R,264.0,R,59.0,R,55.0,Z,0.0,R,55.0,R,24.0,R,44.0,R,23
106704,2011,R,1940.0,R,2556.0,R,76.0,R,1828.0,R,0.0,R,1828.0,R,1261.0,R,69.0,R,19.0,R,0.0,R,19.0,R,0.0,R,0.0,R,16
106713,2011,R,152.0,R,335.0,R,45.0,R,81.0,R,0.0,R,81.0,R,56.0,R,69.0,R,0.0,Z,0.0,R,0.0,R,0.0,A,,R,16
106795,2011,R,169.0,R,520.0,R,33.0,R,180.0,R,0.0,R,180.0,R,89.0,R,49.0,R,39.0,R,0.0,R,39.0,R,23.0,R,59.0,R,15
106810,2011,R,77.0,R,114.0,R,68.0,R,55.0,R,0.0,R,55.0,R,33.0,R,60.0,A,,A,,A,,A,,A,,R,10
106829,2011,A,,A,,A,,R,72.0,R,0.0,R,72.0,R,29.0,R,40.0,R,25.0,R,0.0,R,25.0,R,13.0,R,52.0,R,11
106883,2011,R,231.0,R,443.0,R,52.0,R,234.0,R,0.0,R,234.0,R,87.0,R,37.0,R,51.0,R,0.0,R,51.0,R,32.0,R,63.0,R,17
106892,2011,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,31
106908,2011,A,,A,,A,,R,165.0,R,0.0,R,165.0,R,123.0,R,75.0,R,25.0,Z,0.0,R,25.0,R,13.0,R,52.0,R,17
106980,2011,R,508.0,R,979.0,R,52.0,R,456.0,R,0.0,R,456.0,R,257.0,R,56.0,R,148.0,Z,0.0,R,148.0,R,52.0,R,35.0,R,23
106999,2011,R,207.0,R,347.0,R,60.0,R,271.0,R,0.0,R,271.0,R,145.0,R,54.0,R,54.0,R,0.0,R,54.0,R,22.0,R,41.0,R,22
107044,2011,R,1013.0,R,1300.0,R,78.0,R,988.0,R,0.0,R,988.0,R,797.0,R,81.0,R,4.0,R,0.0,R,4.0,R,1.0,R,25.0,R,17
