UNITID,Year,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
101028,2015,R,312.0,R,734.0,R,43.0,R,338.0,R,0.0,R,338.0,R,184.0,R,54.0,R,63.0,R,0.0,R,63.0,R,13.0,R,21.0,R,17
101073,2015,R,101.0,R,259.0,R,39.0,R,47.0,R,0.0,R,47.0,R,21.0,R,45.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,22
101116,2015,R,31.0,R,134.0,R,23.0,R,25.0,R,0.0,R,25.0,R,11.0,R,44.0,R,8.0,Z,0.0,R,8.0,R,1.0,R,13.0,R,13
101143,2015,R,293.0,R,844.0,R,35.0,R,316.0,R,0.0,R,316.0,R,176.0,R,56.0,R,93.0,R,0.0,R,93.0,R,34.0,R,37.0,R,18
101161,2015,R,1078.0,R,1955.0,R,55.0,R,970.0,R,0.0,R,970.0,R,549.0,R,57.0,R,247.0,R,0.0,R,247.0,R,86.0,R,35.0,R,27
101189,2015,R,280.0,R,839.0,R,33.0,R,383.0,R,2.0,R,381.0,R,216.0,R,57.0,R,22.0,R,0.0,R,22.0,R,11.0,R,50.0,R,15
101240,2015,R,947.0,R,1818.0,R,52.0,R,1044.0,R,0.0,R,1044.0,R,589.0,R,56.0,R,271.0,R,0.0,R,271.0,R,121.0,R,45.0,R,18
101277,2015,A,,A,,A,,R,58.0,R,0.0,R,58.0,R,49.0,R,84.0,R,2.0,R,0.0,R,2.0,R,0.0,R,0.0,R,13
101286,2015,R,746.0,R,1747.0,R,43.0,R,858.0,R,0.0,R,858.0,R,508.0,R,59.0,R,251.0,R,0.0,R,251.0,R,103.0,R,41.0,R,19
101295,2015,R,875.0,R,1911.0,R,46.0,R,935.0,R,2.0,R,933.0,R,564.0,R,60.0,R,154.0,R,0.0,R,154.0,R,65.0,R,42.0,R,15
101301,2015,R,262.0,R,508.0,R,52.0,R,384.0,R,0.0,R,384.0,R,218.0,R,57.0,R,83.0,R,0.0,R,83.0,R,32.0,R,39.0,R,14
101365,2015,R,24.0,R,143.0,R,17.0,R,2.0,R,0.0,R,2.0,R,1.0,R,50.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,14
101435,2015,R,252.0,R,387.0,R,65.0,R,227.0,R,0.0,R,227.0,R,150.0,R,66.0,R,0.0,Z,0.0,R,0.0,Z,0.0,A,,R,14
101453,2015,R,6.0,R,20.0,R,30.0,R,2.0,Z,0.0,R,2.0,R,0.0,R,0.0,R,0.0,Z,0.0,R,0.0,R,0.0,A,,R,8
101462,2015,R,152.0,R,504.0,R,30.0,R,145.0,R,0.0,R,145.0,R,59.0,R,41.0,R,85.0,R,0.0,R,85.0,R,22.0,R,26.0,R,15
101471,2015,R,198.0,R,215.0,R,92.0,R,272.0,R,0.0,R,272.0,R,175.0,R,64.0,R,9.0,R,0.0,R,9.0,R,3.0,R,33.0,R,11
101480,2015,R,1021.0,R,2157.0,R,47.0,R,1169.0,R,0.0,R,1169.0,R,869.0,R,74.0,R,16.0,R,0.0,R,16.0,R,6.0,R,38.0,R,18
101499,2015,R,319.0,R,499.0,R,64.0,R,258.0,Z,0.0,R,258.0,R,124.0,R,48.0,R,52.0,Z,0.0,R,52.0,R,25.0,R,48.0,R,17
101505,2015,R,1063.0,R,3756.0,R,28.0,R,1096.0,R,0.0,R,1096.0,R,577.0,R,53.0,R,552.0,R,0.0,R,552.0,R,243.0,R,44.0,R,20
101514,2015,R,1189.0,R,3350.0,R,35.0,R,1260.0,R,1.0,R,1259.0,R,775.0,R,62.0,R,746.0,R,0.0,R,746.0,R,320.0,R,43.0,R,23
101541,2015,R,63.0,R,84.0,R,75.0,R,82.0,R,0.0,R,82.0,R,57.0,R,70.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,9
101569,2015,R,620.0,R,1267.0,R,49.0,R,649.0,R,0.0,R,649.0,R,352.0,R,54.0,R,157.0,R,0.0,R,157.0,R,49.0,R,31.0,R,18
101587,2015,R,417.0,R,650.0,R,64.0,R,336.0,R,0.0,R,336.0,R,223.0,R,66.0,R,2.0,R,0.0,R,2.0,R,0.0,R,0.0,R,13
101602,2015,R,445.0,R,870.0,R,51.0,R,447.0,R,0.0,R,447.0,R,264.0,R,59.0,R,43.0,R,0.0,R,43.0,R,24.0,R,56.0,R,18
101648,2015,R,275.0,R,298.0,R,92.0,R,278.0,R,1.0,R,277.0,R,114.0,R,41.0,A,,A,,A,,A,,A,,R,17
101675,2015,R,423.0,R,601.0,R,70.0,R,486.0,R,1.0,R,485.0,R,255.0,R,53.0,R,3.0,R,0.0,R,3.0,R,0.0,R,0.0,R,17
101693,2015,R,287.0,R,434.0,R,66.0,R,274.0,R,2.0,R,272.0,R,204.0,R,75.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,13
101709,2015,R,501.0,R,668.0,R,75.0,R,530.0,R,0.0,R,530.0,R,408.0,R,77.0,R,10.0,R,0.0,R,10.0,R,6.0,R,60.0,R,16
101736,2015,R,606.0,R,1280.0,R,47.0,R,684.0,R,0.0,R,684.0,R,394.0,R,58.0,R,154.0,R,0.0,R,154.0,R,49.0,R,32.0,R,21
101879,2015,R,1159.0,R,2057.0,R,56.0,R,931.0,R,0.0,R,931.0,R,706.0,R,76.0,R,13.0,R,0.0,R,13.0,R,4.0,R,31.0,R,21
101897,2015,R,477.0,R,1161.0,R,41.0,R,534.0,R,0.0,R,534.0,R,321.0,R,60.0,R,110.0,R,0.0,R,110.0,R,42.0,R,38.0,R,19
101912,2015,R,338.0,R,405.0,R,83.0,R,374.0,R,0.0,R,374.0,R,284.0,R,76.0,A,,A,,A,,A,,A,,R,12
101949,2015,R,384.0,R,686.0,R,56.0,R,436.0,R,0.0,R,436.0,R,268.0,R,61.0,R,27.0,R,0.0,R,27.0,R,11.0,R,41.0,R,18
101958,2015,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,5
101994,2015,R,67.0,R,304.0,R,22.0,R,83.0,R,0.0,R,83.0,R,39.0,R,47.0,R,10.0,R,0.0,R,10.0,R,4.0,R,40.0,R,15
102030,2015,R,624.0,R,1407.0,R,44.0,R,684.0,R,0.0,R,684.0,R,258.0,R,38.0,R,143.0,R,0.0,R,143.0,R,35.0,R,24.0,R,19
102049,2015,R,826.0,R,978.0,R,84.0,R,728.0,R,0.0,R,728.0,R,647.0,R,89.0,R,2.0,R,0.0,R,2.0,R,1.0,R,50.0,R,12
102058,2015,R,103.0,R,209.0,R,49.0,R,132.0,R,0.0,R,132.0,R,62.0,R,47.0,R,48.0,R,0.0,R,48.0,R,12.0,R,25.0,R,12
102067,2015,R,707.0,R,1711.0,R,41.0,R,718.0,R,0.0,R,718.0,R,445.0,R,62.0,R,445.0,R,0.0,R,445.0,R,185.0,R,42.0,R,22
102076,2015,R,589.0,R,1019.0,R,58.0,R,707.0,R,0.0,R,707.0,R,436.0,R,62.0,R,64.0,R,0.0,R,64.0,R,21.0,R,33.0,R,23
102094,2015,R,2084.0,R,3080.0,R,68.0,R,2030.0,R,0.0,R,2030.0,R,1481.0,R,73.0,R,38.0,R,0.0,R,38.0,R,20.0,R,53.0,R,20
102234,2015,R,416.0,R,464.0,R,90.0,R,362.0,R,0.0,R,362.0,R,293.0,R,81.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,14
102261,2015,R,9.0,R,32.0,R,28.0,R,11.0,R,0.0,R,11.0,R,6.0,R,55.0,R,1.0,R,0.0,R,1.0,R,1.0,R,100.0,R,8
102270,2015,R,244.0,R,319.0,R,76.0,R,266.0,R,0.0,R,266.0,R,159.0,R,60.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,15
102298,2015,R,320.0,R,420.0,R,76.0,R,282.0,R,0.0,R,282.0,R,166.0,R,59.0,R,20.0,R,0.0,R,20.0,R,12.0,R,60.0,R,20
102313,2015,R,248.0,R,626.0,R,40.0,R,229.0,R,0.0,R,229.0,R,121.0,R,53.0,R,98.0,R,0.0,R,98.0,R,28.0,R,29.0,R,15
102368,2015,R,1699.0,R,2844.0,R,60.0,R,1502.0,R,0.0,R,1502.0,R,1189.0,R,79.0,R,398.0,R,0.0,R,398.0,R,146.0,R,37.0,R,15
102377,2015,R,595.0,R,656.0,R,91.0,R,634.0,R,0.0,R,634.0,R,442.0,R,70.0,R,2.0,R,0.0,R,2.0,R,2.0,R,100.0,R,14
102395,2015,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,8
102429,2015,R,600.0,R,1391.0,R,43.0,R,760.0,R,0.0,R,760.0,R,424.0,R,56.0,R,177.0,R,0.0,R,177.0,R,86.0,R,49.0,R,16
102553,2015,R,1339.0,R,3128.0,R,43.0,R,998.0,Z,0.0,R,998.0,R,707.0,R,71.0,R,234.0,Z,0.0,R,234.0,R,108.0,R,46.0,R,15
102580,2015,R,5.0,R,15.0,R,33.0,R,6.0,R,0.0,R,6.0,R,4.0,R,67.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,4
102614,2015,R,697.0,R,2127.0,R,33.0,R,484.0,Z,0.0,R,484.0,R,364.0,R,75.0,R,35.0,Z,0.0,R,35.0,R,16.0,R,46.0,R,11
102632,2015,R,145.0,R,405.0,R,36.0,R,84.0,Z,0.0,R,84.0,R,54.0,R,64.0,R,18.0,Z,0.0,R,18.0,R,5.0,R,28.0,R,12
102669,2015,R,39.0,R,108.0,R,36.0,R,18.0,R,0.0,R,18.0,R,10.0,R,56.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,8
102711,2015,A,,A,,A,,R,203.0,R,0.0,R,203.0,R,203.0,R,100.0,R,542.0,R,0.0,R,542.0,R,542.0,R,100.0,R,15
102845,2015,A,,A,,A,,R,11.0,R,0.0,R,11.0,R,6.0,R,55.0,A,,A,,A,,A,,A,,R,16
103501,2015,A,,A,,A,,R,226.0,R,0.0,R,226.0,R,167.0,R,74.0,A,,A,,A,,A,,A,,R,20
103723,2015,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,2
103741,2015,A,,A,,A,,R,28.0,R,0.0,R,28.0,R,17.0,R,61.0,R,9.0,R,0.0,R,9.0,R,5.0,R,56.0,R,16
103787,2015,R,8.0,R,24.0,R,33.0,R,17.0,R,0.0,R,17.0,R,11.0,R,65.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,9
103811,2015,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,9
103893,2015,A,,A,,A,,R,131.0,Z,0.0,R,131.0,R,97.0,R,74.0,A,,A,,A,,A,,A,,R,33
103909,2015,A,,A,,A,,R,70.0,Z,0.0,R,70.0,R,46.0,R,66.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,37
103927,2015,A,,A,,A,,R,51.0,Z,0.0,R,51.0,R,37.0,R,73.0,A,,A,,A,,A,,A,,R,45
103945,2015,A,,A,,A,,R,0.0,R,0.0,R,0.0,R,0.0,A,,A,,A,,A,,A,,A,,R,13
103954,2015,A,,A,,A,,R,6.0,R,0.0,R,6.0,R,5.0,R,83.0,A,,A,,A,,A,,A,,R,20
103963,2015,A,,A,,A,,R,305.0,R,0.0,R,305.0,R,232.0,R,76.0,A,,A,,A,,A,,A,,R,21
104090,2015,A,,A,,A,,R,126.0,Z,0.0,R,126.0,R,78.0,R,62.0,A,,A,,A,,A,,A,,R,35
104151,2015,R,8278.0,R,12090.0,R,68.0,R,7594.0,R,50.0,R,7544.0,R,6502.0,R,86.0,R,53.0,R,2.0,R,51.0,R,22.0,R,43.0,R,23
104160,2015,R,836.0,R,2128.0,R,39.0,R,782.0,R,0.0,R,782.0,R,544.0,R,70.0,R,1037.0,R,0.0,R,1037.0,R,421.0,R,41.0,R,21
104179,2015,R,6973.0,R,10258.0,R,68.0,R,6972.0,R,12.0,R,6960.0,R,5595.0,R,80.0,R,692.0,R,0.0,R,692.0,R,434.0,R,63.0,R,22
104188,2015,R,44.0,R,49.0,R,90.0,R,19.0,R,0.0,R,19.0,R,16.0,R,84.0,R,1.0,R,0.0,R,1.0,R,1.0,R,100.0,R,7
104346,2015,R,529.0,R,2239.0,R,24.0,R,536.0,R,0.0,R,536.0,R,283.0,R,53.0,R,663.0,R,0.0,R,663.0,R,204.0,R,31.0,R,16
104364,2015,R,43.0,R,91.0,R,47.0,R,2.0,Z,0.0,R,2.0,Z,0.0,R,0.0,A,,A,,A,,A,,A,,R,10
104391,2015,A,,A,,A,,R,54.0,R,0.0,R,54.0,R,52.0,R,96.0,A,,A,,A,,A,,A,,R,18
104425,2015,R,541.0,R,1190.0,R,45.0,R,553.0,R,0.0,R,553.0,R,349.0,R,63.0,R,327.0,R,0.0,R,327.0,R,133.0,R,41.0,R,17
104434,2015,A,,A,,A,,R,38.0,R,0.0,R,38.0,R,29.0,R,76.0,A,,A,,A,,A,,A,,R,15
104443,2015,A,,A,,A,,R,24.0,R,0.0,R,24.0,R,12.0,R,50.0,R,6.0,R,0.0,R,6.0,R,4.0,R,67.0,R,14
104504,2015,A,,A,,A,,R,24.0,R,0.0,R,24.0,R,21.0,R,88.0,R,26.0,R,0.0,R,26.0,R,19.0,R,73.0,R,25
104568,2015,A,,A,,A,,R,150.0,R,0.0,R,150.0,R,137.0,R,91.0,R,88.0,R,0.0,R,88.0,R,79.0,R,90.0,R,16
104577,2015,R,417.0,R,1312.0,R,32.0,R,468.0,R,65.0,R,403.0,R,222.0,R,55.0,R,756.0,R,98.0,R,658.0,R,296.0,R,45.0,R,19
104586,2015,R,579.0,R,691.0,R,84.0,R,500.0,R,1.0,R,499.0,R,384.0,R,77.0,R,2.0,R,0.0,R,2.0,R,1.0,R,50.0,R,17
104708,2015,R,1801.0,R,5285.0,R,34.0,R,1981.0,R,0.0,R,1981.0,R,1263.0,R,64.0,R,1427.0,R,0.0,R,1427.0,R,577.0,R,40.0,R,22
104717,2015,R,2467.0,R,14356.0,R,17.0,R,2039.0,R,0.0,R,2039.0,R,1375.0,R,67.0,R,708.0,R,1.0,R,707.0,R,262.0,R,37.0,R,17
104911,2015,A,,A,,A,,R,67.0,R,2.0,R,65.0,R,37.0,R,57.0,A,,A,,A,,A,,A,,R,26
105145,2015,R,293.0,R,1774.0,R,17.0,R,302.0,R,0.0,R,302.0,R,184.0,R,61.0,R,302.0,R,0.0,R,302.0,R,128.0,R,42.0,R,13
105154,2015,R,1587.0,R,5680.0,R,28.0,R,1836.0,R,0.0,R,1836.0,R,1121.0,R,61.0,R,1494.0,R,0.0,R,1494.0,R,575.0,R,38.0,R,21
105163,2015,R,33.0,R,41.0,R,80.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,21
105172,2015,R,51.0,R,55.0,R,93.0,R,2.0,R,0.0,R,2.0,R,0.0,R,0.0,R,2.0,R,0.0,R,2.0,R,1.0,R,50.0,R,17
105206,2015,R,139.0,R,1210.0,R,11.0,R,215.0,R,0.0,R,215.0,R,105.0,R,49.0,R,589.0,R,0.0,R,589.0,R,262.0,R,44.0,R,13
105215,2015,A,,A,,A,,R,254.0,R,0.0,R,254.0,R,203.0,R,80.0,A,,A,,A,,A,,A,,R,19
105297,2015,R,115.0,R,310.0,R,37.0,R,5.0,Z,0.0,R,5.0,R,4.0,R,80.0,R,0.0,Z,0.0,R,0.0,Z,0.0,A,,R,12
105330,2015,R,4663.0,R,8461.0,R,55.0,R,4383.0,R,1.0,R,4382.0,R,3261.0,R,74.0,R,509.0,R,1.0,R,508.0,R,285.0,R,56.0,R,18
105349,2015,R,45.0,R,1524.0,R,3.0,R,72.0,R,0.0,R,72.0,R,27.0,R,38.0,R,147.0,R,0.0,R,147.0,R,41.0,R,28.0,R,15
105367,2015,A,,A,,A,,A,,A,,A,,A,,A,,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,7
105428,2015,R,712.0,R,3245.0,R,22.0,R,742.0,R,0.0,R,742.0,R,449.0,R,61.0,R,762.0,R,0.0,R,762.0,R,344.0,R,45.0,R,17
105482,2015,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,20
105525,2015,R,2341.0,R,8398.0,R,28.0,R,2452.0,R,0.0,R,2452.0,R,1551.0,R,63.0,R,2740.0,R,0.0,R,2740.0,R,1111.0,R,41.0,R,25
105534,2015,A,,A,,A,,R,129.0,R,0.0,R,129.0,R,78.0,R,60.0,A,,A,,A,,A,,A,,R,25
105543,2015,A,,A,,A,,R,221.0,R,1.0,R,220.0,R,133.0,R,60.0,A,,A,,A,,A,,A,,R,25
105589,2015,R,35.0,R,156.0,R,22.0,R,40.0,R,0.0,R,40.0,R,30.0,R,75.0,A,,A,,A,,A,,A,,R,9
105659,2015,A,,A,,A,,R,202.0,R,0.0,R,202.0,R,152.0,R,75.0,A,,A,,A,,A,,A,,R,34
105668,2015,R,84.0,R,5213.0,R,2.0,R,113.0,R,0.0,R,113.0,R,43.0,R,38.0,R,333.0,R,0.0,R,333.0,R,88.0,R,26.0,R,30
105677,2015,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,6
105701,2015,A,,A,,A,,R,39.0,R,3.0,R,36.0,R,11.0,R,31.0,A,,A,,A,,A,,A,,R,10
105747,2015,R,722.0,R,2791.0,R,26.0,R,847.0,R,0.0,R,847.0,R,527.0,R,62.0,R,471.0,R,0.0,R,471.0,R,202.0,R,43.0,R,18
105792,2015,R,393.0,R,1260.0,R,31.0,R,390.0,R,0.0,R,390.0,R,235.0,R,60.0,R,384.0,R,0.0,R,384.0,R,138.0,R,36.0,R,16
105899,2015,R,121.0,R,385.0,R,31.0,R,154.0,R,0.0,R,154.0,R,84.0,R,55.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,16
105987,2015,A,,A,,A,,R,139.0,Z,0.0,R,139.0,R,108.0,R,78.0,A,,A,,A,,A,,A,,R,15
106041,2015,A,,A,,A,,R,463.0,R,2.0,R,461.0,R,322.0,R,70.0,A,,A,,A,,A,,A,,R,29
106102,2015,A,,A,,A,,R,6.0,R,0.0,R,6.0,R,5.0,R,83.0,A,,A,,A,,A,,A,,R,16
106111,2015,A,,A,,A,,R,25.0,R,0.0,R,25.0,R,9.0,R,36.0,R,13.0,R,0.0,R,13.0,R,9.0,R,69.0,R,21
106148,2015,R,501.0,R,2406.0,R,21.0,R,561.0,R,0.0,R,561.0,R,314.0,R,56.0,R,542.0,R,0.0,R,542.0,R,235.0,R,43.0,R,23
106245,2015,R,815.0,R,3035.0,R,27.0,R,698.0,R,0.0,R,698.0,R,502.0,R,72.0,R,28.0,R,0.0,R,28.0,R,8.0,R,29.0,R,15
106263,2015,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,7
106281,2015,A,,A,,A,,R,16.0,R,0.0,R,16.0,R,6.0,R,38.0,R,3.0,R,0.0,R,3.0,R,2.0,R,67.0,R,9
106306,2015,R,370.0,R,483.0,R,77.0,R,16.0,R,0.0,R,16.0,R,4.0,R,25.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,24
106315,2015,A,,A,,A,,R,2.0,R,0.0,R,2.0,R,1.0,R,50.0,A,,A,,A,,A,,A,,R,15
106324,2015,A,,A,,A,,R,10.0,R,0.0,R,10.0,R,7.0,R,70.0,A,,A,,A,,A,,A,,R,7
106342,2015,R,211.0,R,260.0,R,81.0,R,253.0,R,1.0,R,252.0,R,162.0,R,64.0,A,,A,,A,,A,,A,,R,15
106351,2015,A,,A,,A,,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,A,,A,,A,,A,,A,,R,16
106360,2015,A,,A,,A,,R,11.0,R,1.0,R,10.0,R,8.0,R,80.0,A,,A,,A,,A,,A,,R,15
106397,2015,R,4871.0,R,6486.0,R,75.0,R,4518.0,R,0.0,R,4518.0,R,3710.0,R,82.0,R,53.0,R,0.0,R,53.0,R,35.0,R,66.0,R,19
106412,2015,R,671.0,R,858.0,R,78.0,R,484.0,R,0.0,R,484.0,R,341.0,R,70.0,R,12.0,R,0.0,R,12.0,R,1.0,R,8.0,R,15
106449,2015,R,573.0,R,812.0,R,71.0,R,605.0,R,1.0,R,604.0,R,358.0,R,59.0,R,48.0,R,0.0,R,48.0,R,17.0,R,35.0,R,17
106458,2015,R,1542.0,R,2491.0,R,62.0,R,1681.0,R,1.0,R,1680.0,R,1277.0,R,76.0,R,17.0,R,0.0,R,17.0,R,6.0,R,35.0,R,17
106467,2015,R,1938.0,R,2667.0,R,73.0,R,1621.0,R,1.0,R,1620.0,R,1152.0,R,71.0,R,21.0,R,0.0,R,21.0,R,8.0,R,38.0,R,19
106485,2015,R,512.0,R,1359.0,R,38.0,R,414.0,R,2.0,R,412.0,R,184.0,R,45.0,R,12.0,R,0.0,R,12.0,R,0.0,R,0.0,R,14
106494,2015,A,,A,,A,,R,25.0,R,0.0,R,25.0,R,16.0,R,64.0,A,,A,,A,,A,,A,,R,11
106546,2015,R,5.0,R,264.0,R,2.0,R,27.0,R,0.0,R,27.0,R,19.0,R,70.0,A,,A,,A,,A,,A,,R,8
106625,2015,R,259.0,R,436.0,R,59.0,R,298.0,R,0.0,R,298.0,R,159.0,R,53.0,R,36.0,R,0.0,R,36.0,R,16.0,R,44.0,R,14
106704,2015,R,1986.0,R,2822.0,R,70.0,R,2154.0,R,0.0,R,2154.0,R,1560.0,R,72.0,R,78.0,R,0.0,R,78.0,R,44.0,R,56.0,R,17
106713,2015,R,116.0,R,330.0,R,35.0,R,91.0,R,0.0,R,91.0,R,59.0,R,65.0,R,6.0,R,0.0,R,6.0,R,3.0,R,50.0,R,11
106795,2015,R,192.0,R,650.0,R,30.0,R,184.0,R,0.0,R,184.0,R,120.0,R,65.0,R,86.0,R,0.0,R,86.0,R,16.0,R,19.0,R,17
106810,2015,R,53.0,R,90.0,R,59.0,R,46.0,R,0.0,R,46.0,R,32.0,R,70.0,A,,A,,A,,A,,A,,R,10
106829,2015,A,,A,,A,,R,61.0,R,1.0,R,60.0,R,29.0,R,48.0,R,15.0,R,0.0,R,15.0,R,13.0,R,87.0,R,6
106883,2015,R,202.0,R,509.0,R,40.0,R,202.0,R,0.0,R,202.0,R,113.0,R,56.0,R,27.0,R,0.0,R,27.0,R,14.0,R,52.0,R,15
106892,2015,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,25
106908,2015,A,,A,,A,,R,59.0,R,0.0,R,59.0,R,42.0,R,71.0,R,6.0,R,0.0,R,6.0,R,4.0,R,67.0,R,20
106980,2015,R,387.0,R,673.0,R,58.0,R,366.0,R,0.0,R,366.0,R,192.0,R,52.0,R,102.0,R,0.0,R,102.0,R,40.0,R,39.0,R,20
106999,2015,R,266.0,R,650.0,R,41.0,R,232.0,R,0.0,R,232.0,R,131.0,R,56.0,R,30.0,R,0.0,R,30.0,R,6.0,R,20.0,R,19
107044,2015,R,988.0,R,1180.0,R,84.0,R,1063.0,R,0.0,R,1063.0,R,903.0,R,85.0,R,4.0,R,0.0,R,4.0,R,2.0,R,50.0,R,16
107071,2015,R,758.0,R,1032.0,R,73.0,R,767.0,R,0.0,R,767.0,R,443.0,R,58.0,R,6.0,R,0.0,R,6.0,R,1.0,R,17.0,R,15
107080,2015,R,395.0,R,423.0,R,93.0,R,314.0,R,0.0,R,314.0,R,248.0,R,79.0,A,,A,,A,,A,,A,,R,11
107099,2015,A,,A,,A,,R,9.0,R,0.0,R,9.0,R,8.0,R,89.0,A,,A,,A,,A,,A,,R,9
107123,2015,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,10
107141,2015,R,358.0,R,886.0,R,40.0,R,318.0,R,0.0,R,318.0,R,258.0,R,81.0,A,,A,,A,,A,,A,,R,15
107211,2015,A,,A,,A,,R,7.0,R,0.0,R,7.0,R,4.0,R,57.0,A,,A,,A,,A,,A,,R,17
107220,2015,A,,A,,A,,R,147.0,R,0.0,R,147.0,R,116.0,R,79.0,A,,A,,A,,A,,A,,R,11
107293,2015,A,,A,,A,,R,16.0,R,0.0,R,16.0,R,12.0,R,75.0,A,,A,,A,,A,,A,,R,12
107318,2015,R,198.0,R,801.0,R,25.0,R,187.0,R,0.0,R,187.0,R,92.0,R,49.0,R,74.0,R,0.0,R,74.0,R,15.0,R,20.0,R,13
107327,2015,R,199.0,R,497.0,R,40.0,R,185.0,R,1.0,R,184.0,R,101.0,R,55.0,R,89.0,R,0.0,R,89.0,R,40.0,R,45.0,R,13
107363,2015,A,,A,,A,,R,38.0,R,0.0,R,38.0,R,27.0,R,71.0,A,,A,,A,,A,,A,,R,25
107442,2015,A,,A,,A,,R,47.0,R,0.0,R,47.0,R,40.0,R,85.0,A,,A,,A,,A,,A,,R,20
107460,2015,R,378.0,R,603.0,R,63.0,R,362.0,R,0.0,R,362.0,R,204.0,R,56.0,R,67.0,R,0.0,R,67.0,R,25.0,R,37.0,R,15
107488,2015,A,,A,,A,,R,184.0,R,2.0,R,182.0,R,55.0,R,30.0,R,9.0,R,1.0,R,8.0,R,2.0,R,25.0,R,5
